702931386	20071104	200711	2007	2007.8329	BUS	INDUSTRY						BUS													1	190	190	19	4	-10.0	10	1	10	-0.98107918710581	1	Canada	CA	CA		60	-96	CA	0								1	Canada	CA	CA		60	-96	CA	20171101113000	https://www.openpr.com/news/796556/Global-Skin-Diseases-Treatment-Market-Size-Share-Trends-and-Forecast-2016-2024.html
702931387	20161101	201611	2016	2016.8247	BUS	COMPANY						BUS													1	040	040	04	1	1.0	3	1	3	0.64724919093851	3	Cleveland, Ohio, United States	US	USOH	OH035	41.4995	-81.6954	1066654	0								3	Cleveland, Ohio, United States	US	USOH	OH035	41.4995	-81.6954	1066654	20171101113000	http://www.toledoblade.com/business/2017/11/01/Truxx-ride-sharing-service-works-like-a-friend-with-a-truck.html
702931388	20161101	201611	2016	2016.8247	CIV	ABIDJAN	CIV								COD	DEMOCRATIC REPUBLIC OF CONGO	COD								1	012	012	01	1	-0.4	3	1	3	-12.4161073825504	4	Abidjan, Lagunes, Cote D'ivoire	IV	IV82	16863	5.34111	-4.02806	-2115275	1	Congo	CF	CF		-1	15	CF	1	Norway	NO	NO		62	10	NO	20171101113000	http://af.reuters.com/article/topNews/idAFKBN1D14AQ-OZATP
702931389	20161101	201611	2016	2016.8247	CIV	ABIDJAN	CIV								NOR	NORWEGIAN	NOR								1	012	012	01	1	-0.4	2	1	2	-12.4161073825504	4	Abidjan, Lagunes, Cote D'ivoire	IV	IV82	16863	5.34111	-4.02806	-2115275	1	Norway	NO	NO		62	10	NO	1	Norway	NO	NO		62	10	NO	20171101113000	http://af.reuters.com/article/topNews/idAFKBN1D14AQ-OZATP
702931390	20161101	201611	2016	2016.8247	COPGOV	DEPUTY						COP	GOV		VNM	VIETNAM	VNM								1	013	013	01	1	0.4	1	1	1	3.80952380952381	4	Lima, Lima, Peru	PE	PE15	91841	-12.05	-77.05	-352647	4	Lima, Lima, Peru	PE	PE15	91841	-12.05	-77.05	-352647	4	Lima, Lima, Peru	PE	PE15	91841	-12.05	-77.05	-352647	20171101113000	http://vovworld.vn/en-US/apec-2017/peruvian-deputy-foreign-minister-hopeful-of-apec-2017-589751.vov
702931391	20161101	201611	2016	2016.8247	COPGOV	DEPUTY						COP	GOV		VNM	VIETNAM	VNM								1	013	013	01	1	0.4	1	1	1	3.80952380952381	4	Lima, Lima, Peru	PE	PE15	91841	-12.05	-77.05	-352647	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20171101113000	http://vovworld.vn/en-US/apec-2017/peruvian-deputy-foreign-minister-hopeful-of-apec-2017-589751.vov
702931392	20161101	201611	2016	2016.8247	COPGOV	DEPUTY						COP	GOV		VNM	VIETNAM	VNM								1	013	013	01	1	0.4	2	1	2	3.80952380952381	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20171101113000	http://vovworld.vn/en-US/apec-2017/peruvian-deputy-foreign-minister-hopeful-of-apec-2017-589751.vov
702931393	20161101	201611	2016	2016.8247	GOV	CHIEF MINISTER						GOV			IND	KARNATAKA	IND								1	010	010	01	1	0.0	10	1	10	0	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20171101113000	http://www.deccanchronicle.com/nation/current-affairs/011117/whoever-lives-in-karnataka-should-learn-kannada-siddaramaiah.html
702931394	20161101	201611	2016	2016.8247	IGOUNO	THE UN		UNO				IGO			HTI	HAITIAN	HTI								0	055	055	05	1	7.0	5	1	5	-0.16366612111293	1	Haiti	HA	HA		19	-72.416667	HA	1	Haiti	HA	HA		19	-72.416667	HA	1	Haiti	HA	HA		19	-72.416667	HA	20171101113000	https://www.caribbeanlifenews.com/stories/2017/11/cl-united-nations-in-haiti-2017-11-03-cl.html
702931395	20161101	201611	2016	2016.8247	MMR	MYANMAR	MMR								REB	REBEL GROUP						REB			0	0233	023	02	1	3.4	2	1	2	-6.24092888243831	1	Myanmar	BM	BM		22	98	BM	1	Bangladesh	BG	BG		24	90	BG	1	Myanmar	BM	BM		22	98	BM	20171101113000	http://www.btvi.in/article/read/international/38993/myanmar-accuses-bangladesh-of-delaying-repatriation-of-refugees
702931396	20161101	201611	2016	2016.8247	MMR	MYANMAR	MMR								REB	REBEL GROUP						REB			0	0233	023	02	1	3.4	8	1	8	-6.24092888243831	1	Myanmar	BM	BM		22	98	BM	1	Myanmar	BM	BM		22	98	BM	1	Myanmar	BM	BM		22	98	BM	20171101113000	http://www.btvi.in/article/read/international/38993/myanmar-accuses-bangladesh-of-delaying-repatriation-of-refugees
702931397	20161101	201611	2016	2016.8247	SYR	SYRIA	SYR								SYRREB	SYRIA	SYR					REB			0	190	190	19	4	-10.0	2	1	2	-2.9059829059829	4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20171101113000	http://www.btvi.in/article/read/international/39004/syrian-opposition-rejects-russia-sponsored-congress
