704290559	20161106	201611	2016	2016.8384	GOV	PRESIDENT						GOV			BUS	DEFENSE CONTRACTOR						BUS			1	111	111	11	3	-2.0	5	1	5	-0.93109869646182	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20171106113000	http://www.nasdaq.com/article/6-companies-that-are-the-most-reliant-on-government-contracts-cm871918
704290560	20161106	201611	2016	2016.8384	RUS	RUSSIAN	RUS								EST	ESTONIAN	EST								0	060	060	06	2	6.0	2	1	2	2.67326732673267	1	Russia	RS	RS		60	100	RS	4	Tartu, Tartumaa, Estonia	EN	EN18	16098	58.3661	26.7361	-2625737	4	Tartu, Tartumaa, Estonia	EN	EN18	16098	58.3661	26.7361	-2625737	20171106113000	http://euromaidanpress.com/2017/11/06/what-ukraine-can-learn-from-estonias-healthcare-and-education-reform/
704290561	20161106	201611	2016	2016.8384	RUS	RUSSIAN	RUS								ESTEDU	ESTONIAN	EST					EDU			0	060	060	06	2	6.0	3	1	3	2.67326732673267	1	Russia	RS	RS		60	100	RS	4	Tartu, Tartumaa, Estonia	EN	EN18	16098	58.3661	26.7361	-2625737	4	Tartu, Tartumaa, Estonia	EN	EN18	16098	58.3661	26.7361	-2625737	20171106113000	http://euromaidanpress.com/2017/11/06/what-ukraine-can-learn-from-estonias-healthcare-and-education-reform/
704290562	20171007	201710	2017	2017.7589	GBR	LONDON	GBR								JPN	JAPANESE	JPN								1	172	172	17	4	-5.0	10	1	10	0.540540540540539	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171106113000	https://www.thespiritsbusiness.com/2017/11/hottest-bar-openings-in-october-2017/
704290563	20171007	201710	2017	2017.7589	GOV	GOVERNMENT						GOV													1	020	020	02	1	3.0	10	1	10	-1.41987829614605	1	Estonia	EN	EN		59	26	EN	0								1	Estonia	EN	EN		59	26	EN	20171106113000	http://www.silicon.co.uk/security/estonia-disables-digital-id-cards-security-scare-224313
704290564	20171007	201710	2017	2017.7589	GOV	ADMINISTRATION						GOV			IRN	IRANIAN	IRN								0	163	163	16	4	-8.0	8	1	8	-6.55021834061135	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171106113000	https://www.strategic-culture.org/news/2017/11/06/us-mideast-axis-reels-as-russian-backed-forces-power-ahead.html
704290565	20171007	201710	2017	2017.7589	GOV	ADMINISTRATION						GOV			IRN	IRANIAN	IRN								0	163	163	16	4	-8.0	2	1	2	-6.55021834061135	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20171106113000	https://www.strategic-culture.org/news/2017/11/06/us-mideast-axis-reels-as-russian-backed-forces-power-ahead.html
704290566	20171007	201710	2017	2017.7589	GOV	MINISTRY						GOV			LAB	WORKER						LAB			1	174	174	17	4	-5.0	3	1	3	-6.55737704918033	4	Dhofar, Z¸ufar, Oman	MU	MU08	23602	17.0425	54.1653	-789419	4	Dhofar, Z¸ufar, Oman	MU	MU08	23602	17.0425	54.1653	-789419	4	Dhofar, Z¸ufar, Oman	MU	MU08	23602	17.0425	54.1653	-789419	20171106113000	http://timesofoman.com/article/121258/Oman/201-expat-workers-deported-from-Oman
704290567	20171007	201710	2017	2017.7589	GOV	AMBASSADOR						GOV			SYR	DAMASCUS	SYR								0	050	050	05	1	3.5	6	1	6	-2.75482093663912	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20171106113000	https://sputniknews.com/analysis/201711061058849406-syria-post-war-foreign-investment/
704290568	20171007	201710	2017	2017.7589	LAB	WORKER						LAB													1	173	173	17	4	-5.0	3	1	3	-6.55737704918033	4	Dhofar, Z¸ufar, Oman	MU	MU08	23602	17.0425	54.1653	-789419	0								4	Dhofar, Z¸ufar, Oman	MU	MU08	23602	17.0425	54.1653	-789419	20171106113000	http://timesofoman.com/article/121258/Oman/201-expat-workers-deported-from-Oman
