704617741	20161107	201611	2016	2016.8411											NGOCHR	YWCA				CHR		NGO			1	051	051	05	1	3.4	5	1	5	-0.48780487804878	0								1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20171107113000	http://lethbridgeherald.com/news/lethbridge-news/2017/11/07/royal-gala-to-benefit-harbour-house/
704617742	20161107	201611	2016	2016.8411	ARE	DUBAI	ARE								AREGOV	DUBAI	ARE					GOV			1	042	042	04	1	1.9	5	1	5	0.67720090293453	1	Russia	RS	RS		60	100	RS	1	France	FR	FR		46	2	FR	1	Russia	RS	RS		60	100	RS	20171107113000	http://gulfnews.com/business/sectors/tourism/record-number-of-tourists-flock-to-dubai-in-january-september-this-year-1.2120290
704617743	20161107	201611	2016	2016.8411	CRM	CRIMINAL						CRM			EDUEDU	SCHOOL						EDU	EDU		0	090	090	09	2	-2.0	8	1	8	-8.84557721139427	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171107113000	http://www.arkansasonline.com/news/2017/nov/07/perry-asks-court-to-toss-out-case-27-hu/
704617744	20161107	201611	2016	2016.8411	CRM	CRIMINAL						CRM			EDUEDU	SCHOOL						EDU	EDU		0	090	090	09	2	-2.0	2	1	2	-8.84557721139427	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20171107113000	http://www.arkansasonline.com/news/2017/nov/07/perry-asks-court-to-toss-out-case-27-hu/
704617745	20161107	201611	2016	2016.8411	GBR	UNITED KINGDOM	GBR								GBRGOV	UNITED KINGDOM	GBR					GOV			1	030	030	03	1	4.0	2	1	2	0	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	Ireland	EI	EI		53	-8	EI	20171107113000	http://economia.icaew.com/en/news/november-2017/ireland-calls-for-more-brexit-transition-time
704617746	20161107	201611	2016	2016.8411	GBR	UNITED KINGDOM	GBR								GBRGOV	UNITED KINGDOM	GBR					GOV			1	030	030	03	1	4.0	8	1	8	0	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171107113000	http://economia.icaew.com/en/news/november-2017/ireland-calls-for-more-brexit-transition-time
704617747	20161107	201611	2016	2016.8411	GBR	BRITISH	GBR								RUS	RUSSIAN	RUS								0	040	040	04	1	1.0	1	1	1	0.87565674255692	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171107113000	http://eaworldview.com/2017/11/trumpwatch-day-291-top-trump-advisors-knew-of-pages-meetings-with-high-level-russians/
704617748	20161107	201611	2016	2016.8411	GBRELI	BRITISH	GBR					ELI			RUS	RUSSIAN	RUS								0	040	040	04	1	1.0	3	1	3	0.87565674255692	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171107113000	http://eaworldview.com/2017/11/trumpwatch-day-291-top-trump-advisors-knew-of-pages-meetings-with-high-level-russians/
704617749	20161107	201611	2016	2016.8411	GBRELI	BRITISH	GBR					ELI			RUS	RUSSIAN	RUS								0	040	040	04	1	1.0	3	1	3	0.87565674255692	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171107113000	http://eaworldview.com/2017/11/trumpwatch-day-291-top-trump-advisors-knew-of-pages-meetings-with-high-level-russians/
704617750	20161107	201611	2016	2016.8411	IND	NEW DELHI	IND								INDGOV	MANMOHAN SINGH	IND					GOV			1	145	145	14	3	-7.5	4	1	4	-3.40425531914894	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	1	China	CH	CH		35	105	CH	20171107113000	http://pragativadi.com/demonetisation-black-day-economy-democracy-manmohan-singh/
