703174457	20161102	201611	2016	2016.8274											USA	UNITED STATES	USA								0	043	043	04	1	2.8	1	1	1	5.05050505050505	0								2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	3	Greensboro, North Carolina, United States	US	USNC	NC081	36.0726	-79.792	1020557	20171102044500	http://www.greensboro.com/go_triad/nc-dance-festival-expands-its-reach-in-greensboro/article_913c22fa-c425-5648-a719-c5e5a52e2f6c.html
703174458	20161102	201611	2016	2016.8274	CVL	RESIDENTS						CVL			JPN	FUKUSHIMA	JPN								1	042	042	04	1	1.9	10	1	10	-2.75229357798165	4	Minamisoma, Fukushima, Japan	JA	JA08	33831	37.6291	140.979	10274334	4	Minamisoma, Fukushima, Japan	JA	JA08	33831	37.6291	140.979	10274334	4	Minamisoma, Fukushima, Japan	JA	JA08	33831	37.6291	140.979	10274334	20171102044500	http://tag911.ae/japan-starts-using-drones-to-deliver-food-to-fukushima-town/
703174459	20161102	201611	2016	2016.8274	FRA	PARIS	FRA																		1	010	010	01	1	0.0	2	1	2	2.06521739130435	1	Hong Kong	HK	HK		22.25	114.166667	HK	0								1	Hong Kong	HK	HK		22.25	114.166667	HK	20171102044500	https://insideretail.asia/2017/11/02/maison-trudon-plans-hong-kong-flagship/
703174460	20161102	201611	2016	2016.8274	GOV	GOVERNMENT						GOV													1	071	071	07	2	7.4	16	1	16	3.19148936170213	4	Lok Ma Chau, Hong Kong (general), Hong Kong	HK	HK00	13038	22.5167	114.083	-1353394	0								4	Lok Ma Chau, Hong Kong (general), Hong Kong	HK	HK00	13038	22.5167	114.083	-1353394	20171102044500	http://english.china.com/news/china/54/20171102/1115467.html
703174461	20161102	201611	2016	2016.8274	GOV	GOVERNMENT						GOV			CHN	CHINA	CHN								1	071	071	07	2	7.4	4	1	4	3.19148936170213	4	Lok Ma Chau, Hong Kong (general), Hong Kong	HK	HK00	13038	22.5167	114.083	-1353394	4	Shenzhen, Guangdong, China	CH	CH30	13036	22.2	111.117	-1925267	4	Lok Ma Chau, Hong Kong (general), Hong Kong	HK	HK00	13038	22.5167	114.083	-1353394	20171102044500	http://english.china.com/news/china/54/20171102/1115467.html
703174462	20161102	201611	2016	2016.8274	IGOUNO	UNITED NATIONS		UNO				IGO			CUB	CUBA	CUB								1	110	110	11	3	-2.0	2	1	2	-5.36756126021003	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	20171102044500	http://www.ksby.com/story/36738368/us-votes-against-un-resolution-condemning-us-embargo-on-cuba
703174463	20161102	201611	2016	2016.8274	IGOUNO	UNITED NATIONS		UNO				IGO			USA	UNITED STATES	USA								1	110	110	11	3	-2.0	6	1	6	-5.36756126021003	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	20171102044500	http://www.ksby.com/story/36738368/us-votes-against-un-resolution-condemning-us-embargo-on-cuba
703174464	20161102	201611	2016	2016.8274	IGOUNO	UNITED NATIONS		UNO				IGO			USAGOV	OBAMA	USA					GOV			1	111	111	11	3	-2.0	2	1	2	-5.36756126021003	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	20171102044500	http://www.ksby.com/story/36738368/us-votes-against-un-resolution-condemning-us-embargo-on-cuba
703174465	20161102	201611	2016	2016.8274	IGOUNO	UNITED NATIONS		UNO				IGO			USAGOV	OBAMA	USA					GOV			1	111	111	11	3	-2.0	8	1	8	-5.36756126021003	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171102044500	http://www.ksby.com/story/36738368/us-votes-against-un-resolution-condemning-us-embargo-on-cuba
703174466	20161102	201611	2016	2016.8274	JPN	FUKUSHIMA	JPN								CVL	RESIDENTS						CVL			1	043	043	04	1	2.8	10	1	10	-2.75229357798165	4	Minamisoma, Fukushima, Japan	JA	JA08	33831	37.6291	140.979	10274334	4	Minamisoma, Fukushima, Japan	JA	JA08	33831	37.6291	140.979	10274334	4	Minamisoma, Fukushima, Japan	JA	JA08	33831	37.6291	140.979	10274334	20171102044500	http://tag911.ae/japan-starts-using-drones-to-deliver-food-to-fukushima-town/
703174467	20161102	201611	2016	2016.8274	NGOHLHIRC	RED CROSS		IRC				NGO	HLH		LAB	EMPLOYEE						LAB			1	128	128	12	3	-5.0	10	1	10	-4.35835351089589	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20171102044500	http://www.ibtimes.co.uk/australia-data-leak-nearly-50000-government-private-staffers-sensitive-data-publicly-exposed-1645535
703174468	20161102	201611	2016	2016.8274	USA	UNITED STATES	USA																		0	042	042	04	1	1.9	1	1	1	5.05050505050505	3	Asheville, North Carolina, United States	US	USNC	NC021	35.6009	-82.554	1018864	0								3	Asheville, North Carolina, United States	US	USNC	NC021	35.6009	-82.554	1018864	20171102044500	http://www.greensboro.com/go_triad/nc-dance-festival-expands-its-reach-in-greensboro/article_913c22fa-c425-5648-a719-c5e5a52e2f6c.html
703174469	20161102	201611	2016	2016.8274	USA	UNITED STATES	USA																		0	042	042	04	1	1.9	1	1	1	5.05050505050505	3	Burlington, North Carolina, United States	US	USNC	NC001	36.0957	-79.4378	982279	0								3	Asheville, North Carolina, United States	US	USNC	NC021	35.6009	-82.554	1018864	20171102044500	http://www.greensboro.com/go_triad/nc-dance-festival-expands-its-reach-in-greensboro/article_913c22fa-c425-5648-a719-c5e5a52e2f6c.html
703174470	20161102	201611	2016	2016.8274	USAGOVELI	BARACK OBAMA	USA					GOV	ELI												1	084	084	08	2	7.0	5	1	5	0.30864197530864	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	0								2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20171102044500	http://www.wsiltv.com/story/36741254/open-enrollment-big-changes-this-year
703174471	20161102	201611	2016	2016.8274	dak	SIOUX			dak						USA	DAKOTA	USA								1	141	141	14	3	-6.5	10	1	10	-2.4263431542461	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171102044500	https://www.sott.net/article/366248-Twitter-reveals-genius-plan-for-determining-Kremlin-agents-Flag-all-accounts-with-Russian-text-phone-number-email-IP-address-and-more
703174472	20171003	201710	2017	2017.7479	AFG	AFGHANISTAN	AFG								MOSSHI	SHIITE				MOS	SHI				0	190	190	19	4	-10.0	10	1	10	-12.0401337792642	4	Mogadishu, Banaadir, Somalia	SO	SO02	25691	2.06667	45.3667	-3227437	4	Mogadishu, Banaadir, Somalia	SO	SO02	25691	2.06667	45.3667	-3227437	4	Mogadishu, Banaadir, Somalia	SO	SO02	25691	2.06667	45.3667	-3227437	20171102044500	http://news.trust.org/item/20171101115656-qnypo/
703174473	20171003	201710	2017	2017.7479	AFG	AFGHANISTAN	AFG								MOSSHI	SHIITE				MOS	SHI				0	190	190	19	4	-10.0	10	1	10	-11.8971061093248	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171102044500	http://www.news18.com/news/world/pope-francis-condemns-terror-attacks-says-militants-abuse-name-of-god-1564111.html
703174474	20171003	201710	2017	2017.7479	GOV	CHIEF EXECUTIVE						GOV													1	112	112	11	3	-2.0	6	1	6	-8.26161790017212	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	0								2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20171102044500	http://www.themalaymailonline.com/showbiz/article/harvey-weinstein-challenging-ouster-from-his-film-studio
703174475	20171003	201710	2017	2017.7479	GOV	CHIEF EXECUTIVE						GOV			USA	UNITED STATES	USA								1	160	160	16	4	-4.0	8	1	4	-8.26161790017212	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20171102044500	http://www.themalaymailonline.com/showbiz/article/harvey-weinstein-challenging-ouster-from-his-film-studio
703174476	20171003	201710	2017	2017.7479	UKRGOV	UKRAINE	UKR					GOV													0	012	012	01	1	-0.4	3	1	3	-2.36024844720497	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	0								4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	20171102044500	http://www.businessinsider.sg/manafort-and-gates-approached-ronn-torossian-for-ukraine-lobbying-work-2017-10/
703174477	20171003	201710	2017	2017.7479	UKRGOV	UKRAINE	UKR					GOV			UKR	UKRAINE	UKR								0	012	012	01	1	-0.4	2	1	2	-2.36024844720497	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20171102044500	http://www.businessinsider.sg/manafort-and-gates-approached-ronn-torossian-for-ukraine-lobbying-work-2017-10/
703174478	20171003	201710	2017	2017.7479	USA	UNITED STATES	USA								GOV	CHIEF EXECUTIVE						GOV			1	112	112	11	3	-2.0	8	1	4	-8.26161790017212	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20171102044500	http://www.themalaymailonline.com/showbiz/article/harvey-weinstein-challenging-ouster-from-his-film-studio
703174479	20171026	201710	2017	2017.8110	AUS	AUSTRALIA	AUS																		1	036	036	03	1	4.0	10	1	10	4.81400437636762	4	Jubilee Oval, New South Wales, Australia	AS	AS02	5096	-32.5818	149.551	11353048	0								4	Jubilee Oval, New South Wales, Australia	AS	AS02	5096	-32.5818	149.551	11353048	20171102044500	http://www.avonadvocate.com.au/story/5015720/circus-comes-to-northam/?cs=1895
703174480	20171026	201710	2017	2017.8110	CANJUD	CANADA	CAN					JUD			CAN	CANADA	CAN								0	011	011	01	1	-0.1	4	1	4	-1.63522012578616	4	Salmon River, Nova Scotia, Canada	CA	CA07	12637	44.05	-66.1667	-573098	4	Salmon River, Nova Scotia, Canada	CA	CA07	12637	44.05	-66.1667	-573098	4	Salmon River, Nova Scotia, Canada	CA	CA07	12637	44.05	-66.1667	-573098	20171102044500	https://www.simcoe.com/news-story/7767900-remains-found-on-b-c-farm-identified/
703174481	20171026	201710	2017	2017.8110	CHNGOV	CHINA	CHN					GOV			CHN	CHINA	CHN								1	036	036	03	1	4.0	2	1	2	1.48698884758364	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171102044500	http://in.reuters.com/article/us-china-economy-trade/china-to-cut-consumer-product-tariffs-lift-financing-to-boost-imports-vice-minister-idINKBN1D209U
703174482	20171026	201710	2017	2017.8110	JUD	LAWYER						JUD													0	011	011	01	1	-0.1	6	1	6	-1.63522012578616	4	Salmon River, Nova Scotia, Canada	CA	CA07	12637	44.05	-66.1667	-573098	0								4	Salmon River, Nova Scotia, Canada	CA	CA07	12637	44.05	-66.1667	-573098	20171102044500	https://www.simcoe.com/news-story/7767900-remains-found-on-b-c-farm-identified/
