705323226	20071112	200711	2007	2007.8548	GGY	GUERNSEY																			1	051	051	05	1	3.4	5	1	5	1.6304347826087	4	Channel Islands, Guernsey (general), Guernsey	GK	GK00	40262	49.5	-2.5	-1176712	0								4	Channel Islands, Guernsey (general), Guernsey	GK	GK00	40262	49.5	-2.5	-1176712	20171109121500	https://guernseypress.com/news/2017/11/09/channel-islands-the-formula-one-of-offshore-investment/
705323227	20161109	201611	2016	2016.8466											ITA	ITALIAN	ITA								1	036	036	03	1	4.0	10	1	10	3.75722543352601	0								4	Veneto, Veneto, Italy	IT	IT20	18418	45.6989	12.2256	109677	4	Veneto, Veneto, Italy	IT	IT20	18418	45.6989	12.2256	109677	20171109121500	https://www.thedrinksbusiness.com/2017/11/prosecco-palace-to-open-in-london/
705323228	20161109	201611	2016	2016.8466	AUS	AUSTRALIA	AUS								GRC	ATHENS	GRC								1	036	036	03	1	4.0	2	1	2	0.9933774834437	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171109121500	http://in.reuters.com/article/people-akram-khan/dance-star-akram-khan-prepares-for-swansong-tour-idINKBN1D91J1
705323229	20161109	201611	2016	2016.8466	AUS	AUSTRALIA	AUS								GRC	ATHENS	GRC								1	036	036	03	1	4.0	5	1	5	0.9933774834437	1	Australia	AS	AS		-25	135	AS	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	1	Australia	AS	AS		-25	135	AS	20171109121500	http://in.reuters.com/article/people-akram-khan/dance-star-akram-khan-prepares-for-swansong-tour-idINKBN1D91J1
705323230	20161109	201611	2016	2016.8466	CHN	CHINA	CHN																		1	035	035	03	1	7.0	10	1	10	3.41207349081365	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20171109121500	http://www.financialexpress.com/industry/jaguar-helps-parent-tata-motors-post-biggest-profit-jump-in-six-quarters/926225/
705323231	20161109	201611	2016	2016.8466	EDU	COLLEGE						EDU			USA	UNITED STATES	USA								1	036	036	03	1	4.0	4	1	4	1.83006535947712	3	South Eugene High School, Oregon, United States	US	USOR	OR039	44.0381	-123.087	1127251	3	South Eugene High School, Oregon, United States	US	USOR		44.0381	-123.087	1127251	3	South Eugene High School, Oregon, United States	US	USOR		44.0381	-123.087	1127251	20171109121500	http://www.eugeneweekly.com/20171109/news-features/south-eugene-high-school-students-discuss-education
705323232	20161109	201611	2016	2016.8466	ESP	SPAIN	ESP																		1	010	010	01	1	0.0	3	1	3	-2.05479452054795	4	Salamanca, Castilla y LeóP, Spain	SP	SP55	25796	40.9681	-5.66202	-400105	0								4	Salamanca, Castilla y LeóP, Spain	SP	SP55	25796	40.9681	-5.66202	-400105	20171109121500	https://www.yahoo.com/news/spain-could-again-revise-down-2018-growth-forecast-114830192.html
705323233	20161109	201611	2016	2016.8466	EUR	EUROPE	EUR								GRC	ATHENS	GRC								1	036	036	03	1	4.0	2	1	2	0.9933774834437	1	Australia	AS	AS		-25	135	AS	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171109121500	http://in.reuters.com/article/people-akram-khan/dance-star-akram-khan-prepares-for-swansong-tour-idINKBN1D91J1
705323234	20161109	201611	2016	2016.8466	EUR	EUROPE	EUR								GRC	ATHENS	GRC								1	036	036	03	1	4.0	3	1	3	0.9933774834437	1	United States	US	US		39.828175	-98.5795	US	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	1	Australia	AS	AS		-25	135	AS	20171109121500	http://in.reuters.com/article/people-akram-khan/dance-star-akram-khan-prepares-for-swansong-tour-idINKBN1D91J1
705323235	20161109	201611	2016	2016.8466	GOV	GOVERNMENT						GOV			PTY	POLITICAL PARTY									0	051	051	05	1	3.4	10	1	10	0.83056478405315	4	Sasolburg, Free State, South Africa	SF	SF03	77351	-26.8159	27.8297	-1281335	4	Sasolburg, Free State, South Africa	SF	SF03	77351	-26.8159	27.8297	-1281335	4	Sasolburg, Free State, South Africa	SF	SF03	77351	-26.8159	27.8297	-1281335	20171109121500	https://citizen.co.za/news/south-africa/1722422/sacp-goes-it-alone-for-first-time-fields-42-candidates-for-free-state-by-election/
