704413015	20161106	201611	2016	2016.8384											MED	MEDIA						MED			1	036	036	03	1	4.0	6	1	6	-4.72727272727273	0								1	Bhutan	BT	BT		27.5	90.5	BT	1	Bhutan	BT	BT		27.5	90.5	BT	20171106200000	http://gearsofbiz.com/paul-holywood-responds-to-prue-leiths-great-british-bake-off-blunder/178356
704413016	20161106	201611	2016	2016.8384											USA	UNITED STATES	USA								1	010	010	01	1	0.0	4	1	4	-2.9520295202952	0								3	San Jacinto County, Texas, United States	US	USTX		30.5669	-95.1669	1383989	3	San Jacinto County, Texas, United States	US	USTX		30.5669	-95.1669	1383989	20171106200000	http://www.lmtonline.com/neighborhood/eastex/news/article/Shepherd-library-undergoes-Harvey-related-repair-12333488.php
704413017	20161106	201611	2016	2016.8384	AFR	AFRICA	AFR																		1	193	193	19	4	-10.0	4	1	4	-7.24815724815725	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	0								4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	20171106200000	https://www.news24.com/SouthAfrica/News/bloodshed-in-kzn-as-anc-tensions-rise-20171103
704413018	20161106	201611	2016	2016.8384	BTN	BHUTAN	BTN								MED	MEDIA						MED			1	036	036	03	1	4.0	4	1	4	-4.72727272727273	1	Bhutan	BT	BT		27.5	90.5	BT	1	Bhutan	BT	BT		27.5	90.5	BT	1	Bhutan	BT	BT		27.5	90.5	BT	20171106200000	http://gearsofbiz.com/paul-holywood-responds-to-prue-leiths-great-british-bake-off-blunder/178356
704413019	20161106	201611	2016	2016.8384	BUS	COMPANIES						BUS			CVL	SETTLEMENT						CVL			0	043	043	04	1	2.8	5	1	5	-4.62232243517475	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20171106200000	http://urbanmilwaukee.com/2017/11/06/broken-whistle-anti-fraud-laws-repeal-hurts-taxpayers/
704413020	20161106	201611	2016	2016.8384	CHN	CHINA	CHN																		0	061	061	06	2	6.4	5	1	5	-0.13586956521739	4	Huaxin, Shanghai, China	CH	CH23	13243	31.247	121.218	11091426	0								4	Huaxin, Shanghai, China	CH	CH23	13243	31.247	121.218	11091426	20171106200000	http://www.shanghainews.net/news/255274609/china-oil-investment-in-russia-raises-questions
704413021	20161106	201611	2016	2016.8384	CVL	SETTLEMENT						CVL			BUS	COMPANIES						BUS			0	042	042	04	1	1.9	5	1	5	-4.62232243517475	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20171106200000	http://urbanmilwaukee.com/2017/11/06/broken-whistle-anti-fraud-laws-repeal-hurts-taxpayers/
704413022	20161106	201611	2016	2016.8384	EDU	PROFESSOR						EDU													0	051	051	05	1	3.4	9	2	9	0.389538119087367	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	0								4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20171106200000	https://www.premiumtimesng.com/news/more-news/248539-buharis-govt-doesnt-believe-cheap-propaganda-garba-shehu.html
704413023	20161106	201611	2016	2016.8384	EDU	PROFESSOR						EDU			NGA	NIGERIA	NGA								0	051	051	05	1	3.4	3	2	3	0.389538119087367	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20171106200000	https://www.premiumtimesng.com/news/more-news/248539-buharis-govt-doesnt-believe-cheap-propaganda-garba-shehu.html
704413024	20161106	201611	2016	2016.8384	EDU	SCHOOL						EDU			USA	VIRGINIA BEACH	USA								1	020	020	02	1	3.0	10	1	10	2.64900662251656	0								0								0								20171106200000	http://wtkr.com/2017/11/06/virginia-beach-schools-are-asking-for-feedback-on-replacing-modernizing-schools/
704413025	20161106	201611	2016	2016.8384	IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO			IRL	IRELAND	IRL								1	100	100	10	3	-5.0	10	1	10	-2.07547169811321	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20171106200000	https://techcrunch.com/2017/11/06/apple-has-reportedly-relocated-its-international-tax-residency-to-jersey/
704413026	20161106	201611	2016	2016.8384	IRL	IRISH	IRL								USA	AUSTIN	USA								1	020	020	02	1	3.0	5	1	5	-1.69779286926995	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20171106200000	http://dailytexanonline.com/2017/11/05/indie-star-greta-gerwig-crafts-coming-of-age-tale-in-lady-bird
704413027	20161106	201611	2016	2016.8384	KOR	SOUTH KOREAN	KOR								MNCUSAMED	QUALCOMM	USA					MNC	MED		0	172	172	17	4	-5.0	8	1	8	2.75387263339071	1	South Korea	KS	KS		37	127.5	KS	1	Taiwan	TW	TW		24	121	TW	1	Taiwan	TW	TW		24	121	TW	20171106200000	https://finance.yahoo.com/news/qualcomm-gains-broadcom-makes-buyout-175105865.html
704413028	20161106	201611	2016	2016.8384	MED	MEDIA						MED													1	036	036	03	1	4.0	6	1	6	-4.72727272727273	1	Bhutan	BT	BT		27.5	90.5	BT	0								1	Bhutan	BT	BT		27.5	90.5	BT	20171106200000	http://gearsofbiz.com/paul-holywood-responds-to-prue-leiths-great-british-bake-off-blunder/178356
704413029	20161106	201611	2016	2016.8384	MED	MEDIA						MED			BTN	BHUTAN	BTN								1	036	036	03	1	4.0	4	1	4	-4.72727272727273	1	Bhutan	BT	BT		27.5	90.5	BT	1	Bhutan	BT	BT		27.5	90.5	BT	1	Bhutan	BT	BT		27.5	90.5	BT	20171106200000	http://gearsofbiz.com/paul-holywood-responds-to-prue-leiths-great-british-bake-off-blunder/178356
704413030	20161106	201611	2016	2016.8384	MNCUSAMED	VIRGIN MEDIA	USA					MNC	MED												1	030	030	03	1	4.0	10	1	10	-0.75614366729678	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20171106200000	http://www.telegraph.co.uk/business/2017/11/06/boost-itv-government-backs-commercial-deal-80m-fees-row-virgin/
704413031	20161106	201611	2016	2016.8384	NGAEDU	NIGERIA	NGA					EDU													0	051	051	05	1	3.4	3	2	3	0.389538119087367	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	0								4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20171106200000	https://www.premiumtimesng.com/news/more-news/248539-buharis-govt-doesnt-believe-cheap-propaganda-garba-shehu.html
704413032	20161106	201611	2016	2016.8384	TWN	TAIWANESE	TWN								MNCUSAMED	QUALCOMM	USA					MNC	MED		0	172	172	17	4	-5.0	2	1	2	2.75387263339071	1	Taiwan	TW	TW		24	121	TW	1	Taiwan	TW	TW		24	121	TW	1	Taiwan	TW	TW		24	121	TW	20171106200000	https://finance.yahoo.com/news/qualcomm-gains-broadcom-makes-buyout-175105865.html
704413033	20161106	201611	2016	2016.8384	TWNGOV	TAIWAN	TWN					GOV			MNCUSAMED	QUALCOMM	USA					MNC	MED		0	172	172	17	4	-5.0	2	1	2	2.75387263339071	1	South Korea	KS	KS		37	127.5	KS	1	Taiwan	TW	TW		24	121	TW	1	Taiwan	TW	TW		24	121	TW	20171106200000	https://finance.yahoo.com/news/qualcomm-gains-broadcom-makes-buyout-175105865.html
704413034	20161106	201611	2016	2016.8384	TWNGOV	TAIWANESE	TWN					GOV			MNCUSAMED	QUALCOMM	USA					MNC	MED		0	172	172	17	4	-5.0	4	1	4	2.75387263339071	1	Taiwan	TW	TW		24	121	TW	1	Taiwan	TW	TW		24	121	TW	1	Taiwan	TW	TW		24	121	TW	20171106200000	https://finance.yahoo.com/news/qualcomm-gains-broadcom-makes-buyout-175105865.html
704413035	20161106	201611	2016	2016.8384	USA	PORTLAND	USA																		1	114	114	11	3	-2.0	5	1	5	-12.4137931034483	0								0								0								20171106200000	https://www.seattletimes.com/nation-world/few-people-get-prison-time-after-series-of-2016-protests/
704413036	20161106	201611	2016	2016.8384	USA	LOUISVILLE	USA																		0	172	172	17	4	-5.0	10	1	10	-1.14068441064639	3	Louisville, Kentucky, United States	US	USKY	KY111	38.2542	-85.7594	509453	0								3	Louisville, Kentucky, United States	US	USKY	KY111	38.2542	-85.7594	509453	20171106200000	http://www.wdrb.com/story/36772094/update-metro-council-panel-reschedules-meeting-on-dan-johnson-in-order-to-provide-24-hour-notice
704413037	20161106	201611	2016	2016.8384	ZAF	DURBAN	ZAF																		1	193	193	19	4	-10.0	2	1	2	-7.24815724815725	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	0								4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	20171106200000	https://www.news24.com/SouthAfrica/News/bloodshed-in-kzn-as-anc-tensions-rise-20171103
704413038	20161106	201611	2016	2016.8384	ZAF	DURBAN	ZAF								AFR	AFRICA	AFR								1	193	193	19	4	-10.0	4	1	4	-7.24815724815725	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	20171106200000	https://www.news24.com/SouthAfrica/News/bloodshed-in-kzn-as-anc-tensions-rise-20171103
704413039	20171007	201710	2017	2017.7589											USA	UNITED STATES	USA								1	173	173	17	4	-5.0	4	1	4	-7.62331838565022	0								3	Coeur Dalene, Idaho, United States	US	USID		47.6777	-116.78	379485	3	Coeur Dalene, Idaho, United States	US	USID		47.6777	-116.78	379485	20171106200000	https://590kqnt.iheart.com/content/2017-11-06-jury-sentences-renfro-to-death-for-murder-of-sgt-greg-moore/
