703772763	20161104	201611	2016	2016.8329											ARG	ARGENTINA	ARG								0	112	112	11	3	-2.0	8	2	8	-8.0893048275105	0								4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	20171104004500	https://www.voanews.com/a/ex-argentina-vice-president-boudou-arrested-in-corruption-case-/4099293.html
703772764	20161104	201611	2016	2016.8329											USA	UNITED STATES	USA								1	190	190	19	4	-10.0	4	1	4	-2	0								3	Walt Disney World, Florida, United States	US	USFL		28.4117	-81.5826	292855	3	Walt Disney World, Florida, United States	US	USFL		28.4117	-81.5826	292855	20171104004500	https://www.thetimes.co.uk/edition/world/walt-disney-world-rids-resorts-of-95-alligators-lane-graves-florida-nkqf3xzq2
703772765	20161104	201611	2016	2016.8329											USA	UNITED STATES	USA								1	190	190	19	4	-10.0	2	1	2	-4.70588235294118	0								1	United States	US	US		39.828175	-98.5795	US	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171104004500	https://dailytimes.com.pk/134201/china-disputes-trumps-claims-fentanyl-flood-united-states/
703772766	20161104	201611	2016	2016.8329	BEL	BELGIUM	BEL								REB	SUICIDE BOMBER						REB			1	1831	183	18	4	-10.0	4	1	4	-2.60782347041123	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	20171104004500	https://www.nytimes.com/2017/11/03/nyregion/in-tribeca-terror-strikes-a-third-time.html
703772767	20161104	201611	2016	2016.8329	BEL	BELGIUM	BEL								REB	SUICIDE BOMBER						REB			1	1831	183	18	4	-10.0	6	1	6	-2.60782347041123	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171104004500	https://www.nytimes.com/2017/11/03/nyregion/in-tribeca-terror-strikes-a-third-time.html
703772768	20161104	201611	2016	2016.8329	GBRGOVBUS	PHILIP HAMMOND	GBR					GOV	BUS		CVL	TENANTS						CVL			1	020	020	02	1	3.0	10	1	10	-1.4423076923077	0								0								0								20171104004500	https://www.thetimes.co.uk/edition/money/a-step-closer-to-a-letting-feesban-bbrt8hmff
703772769	20161104	201611	2016	2016.8329	GBRGOVBUS	PHILIP HAMMOND	GBR					GOV	BUS		CVL	TENANTS						CVL			1	172	172	17	4	-5.0	10	1	10	-1.4423076923077	0								0								0								20171104004500	https://www.thetimes.co.uk/edition/money/a-step-closer-to-a-letting-feesban-bbrt8hmff
703772770	20161104	201611	2016	2016.8329	GOVCOP	AMBASSADOR						GOV	COP		PRKCOP	PYONGYANG	PRK					COP			0	112	112	11	3	-2.0	2	1	2	-3.95833333333333	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20171104004500	https://www.nbcnews.com/news/world/north-korea-accuses-u-s-gangsters-conducting-nuclear-strike-drill-n817136?cid=public-rss_20171104
703772771	20161104	201611	2016	2016.8329	GOVCOP	AMBASSADOR						GOV	COP		PRKCOP	NORTH KOREA	PRK					COP			0	112	112	11	3	-2.0	1	1	1	-3.95833333333333	1	United Kingdom	UK	UK		54	-4	UK	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20171104004500	https://www.nbcnews.com/news/world/north-korea-accuses-u-s-gangsters-conducting-nuclear-strike-drill-n817136?cid=public-rss_20171104
703772772	20161104	201611	2016	2016.8329	IRL	IRELAND	IRL								IRLMIL	IRELAND	IRL					MIL			1	084	084	08	2	7.0	2	1	2	0.41067761806981	4	Waterville, Kerry, Ireland	EI	EI11	18290	51.8333	-10.1667	-1506156	4	Waterville, Kerry, Ireland	EI	EI11	18290	51.8333	-10.1667	-1506156	4	Waterville, Kerry, Ireland	EI	EI11	18290	51.8333	-10.1667	-1506156	20171104004500	https://www.independent.ie/regionals/kerryman/news/bursting-with-pride-for-jadotville-hero-quinlan-36278559.html
703772773	20161104	201611	2016	2016.8329	IRL	IRELAND	IRL								NGA	NIGERIA	NGA								1	010	010	01	1	0.0	1	1	1	-5.97826086956522	4	Killaloe, Clare, Ireland	EI	EI03	18305	52.8067	-8.44361	-1503755	1	Nigeria	NI	NI		10	8	NI	4	Killaloe, Clare, Ireland	EI	EI03	18305	52.8067	-8.44361	-1503755	20171104004500	https://www.thetimes.co.uk/edition/ireland/councillor-lied-to-avoid-speed-fine-zlghkqqrx
