705768540	20161110	201611	2016	2016.8493											CHN	CHINA	CHN								1	043	043	04	1	2.8	2	1	2	6.33802816901408	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171110183000	http://www.bqlive.co.uk/scotland/2017/11/10/news/scottish-craft-beer-veteran-lands-key-role-in-chinese-craft-beer-awards-28861/
705768541	20161110	201611	2016	2016.8493											USA	UNITED STATES	USA								1	042	042	04	1	1.9	2	1	2	-8.92193308550186	0								3	Cedar Point, Ohio, United States	US	USOH		41.48	-82.6824	1056777	3	Cedar Point, Ohio, United States	US	USOH		41.48	-82.6824	1056777	20171110183000	http://www.wkyc.com/features/cedar-point-reveals-new-info-on-steel-vengeance-roller-coaster/490829892
705768542	20161110	201611	2016	2016.8493	CHN	CHINA	CHN																		1	042	042	04	1	1.9	2	1	2	6.33802816901408	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171110183000	http://www.bqlive.co.uk/scotland/2017/11/10/news/scottish-craft-beer-veteran-lands-key-role-in-chinese-craft-beer-awards-28861/
705768543	20161110	201611	2016	2016.8493	CHN	CHINESE	CHN								CHNCVL	CHINESE	CHN					CVL			0	180	180	18	4	-9.0	10	1	10	-8.19672131147541	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171110183000	https://www.thesun.co.uk/news/4888918/france-car-mounts-pavement-injuring-three-high-school/
705768544	20161110	201611	2016	2016.8493	CHN	CHINA	CHN								CHNJUD	BEIJING	CHN					JUD			1	043	043	04	1	2.8	2	1	2	6.33802816901408	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171110183000	http://www.bqlive.co.uk/scotland/2017/11/10/news/scottish-craft-beer-veteran-lands-key-role-in-chinese-craft-beer-awards-28861/
705768545	20161110	201611	2016	2016.8493	CHN	CHINESE	CHN								GBR	SCOTLAND	GBR								1	042	042	04	1	1.9	3	1	3	6.33802816901408	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171110183000	http://www.bqlive.co.uk/scotland/2017/11/10/news/scottish-craft-beer-veteran-lands-key-role-in-chinese-craft-beer-awards-28861/
705768546	20161110	201611	2016	2016.8493	CHN	CHINA	CHN								sco	SCOTTISH			sco						1	051	051	05	1	3.4	4	1	4	6.33802816901408	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171110183000	http://www.bqlive.co.uk/scotland/2017/11/10/news/scottish-craft-beer-veteran-lands-key-role-in-chinese-craft-beer-awards-28861/
705768547	20161110	201611	2016	2016.8493	CHNJUD	BEIJING	CHN					JUD			CHN	CHINA	CHN								1	042	042	04	1	1.9	2	1	2	6.33802816901408	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171110183000	http://www.bqlive.co.uk/scotland/2017/11/10/news/scottish-craft-beer-veteran-lands-key-role-in-chinese-craft-beer-awards-28861/
705768548	20161110	201611	2016	2016.8493	DEU	GERMANY	DEU								BUS	COMPANY						BUS			1	010	010	01	1	0.0	2	1	2	-0.38461538461539	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20171110183000	http://www.foxbusiness.com/features/2017/11/10/uber-eyes-ipo-in-2019-ceo-says.html
705768549	20161110	201611	2016	2016.8493	GBR	SCOTLAND	GBR								CHN	CHINESE	CHN								1	043	043	04	1	2.8	3	1	3	6.33802816901408	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171110183000	http://www.bqlive.co.uk/scotland/2017/11/10/news/scottish-craft-beer-veteran-lands-key-role-in-chinese-craft-beer-awards-28861/
