703566517	20161103	201611	2016	2016.8301	AFR	AFRICA	AFR								JUD	JUDGE						JUD			1	081	081	08	2	5.0	4	1	4	-9.50920245398769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	20171103103000	https://www.iol.co.za/capetimes/news/oscarpistorius-anxiety-vulnerability-didnt-reduce-blame-11840890
703566518	20161103	201611	2016	2016.8301	AFR	AFRICA	AFR								JUD	JUDGE						JUD			1	173	173	17	4	-5.0	4	1	4	-9.50920245398769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	20171103103000	https://www.iol.co.za/capetimes/news/oscarpistorius-anxiety-vulnerability-didnt-reduce-blame-11840890
703566519	20161103	201611	2016	2016.8301	AFR	AFRICA	AFR								JUD	JUDGE						JUD			1	190	190	19	4	-10.0	2	1	2	-9.50920245398769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	20171103103000	https://www.iol.co.za/capetimes/news/oscarpistorius-anxiety-vulnerability-didnt-reduce-blame-11840890
703566520	20161103	201611	2016	2016.8301	AGR	FARMER						AGR			USA	IDAHO	USA								1	043	043	04	1	2.8	10	1	10	1.45833333333333	2	Idaho, United States	US	USID		44.2394	-114.51	ID	2	Idaho, United States	US	USID		44.2394	-114.51	ID	2	Idaho, United States	US	USID		44.2394	-114.51	ID	20171103103000	http://magicvalley.com/news/local/after-last-year-s-winter-deluge-plenty-of-water-still/article_30b39ae7-428d-5813-a4d4-6da8b0398a9d.html
703566521	20161103	201611	2016	2016.8301	BUS	COMPANY						BUS			IRL	IRELAND	IRL								1	043	043	04	1	2.8	4	1	4	0.56625141562854	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20171103103000	https://www.rte.ie/news/business/2017/1103/917216-today-in-the-press/
703566522	20161103	201611	2016	2016.8301	BUS	COMPANY						BUS			MED	MEDIA						MED			1	043	043	04	1	2.8	6	1	6	0.56625141562854	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20171103103000	https://www.rte.ie/news/business/2017/1103/917216-today-in-the-press/
703566523	20161103	201611	2016	2016.8301	CHRPRO	PROTESTANT				CHR	PRO				CHRCTH	CATHOLIC				CHR	CTH				0	051	051	05	1	3.4	10	1	10	-0.47244094488189	0								0								0								20171103103000	http://www.enidnews.com/news/local_news/should-we-be-celebrating-the-reformation/article_a39d01a1-71bb-5e77-ba00-96022083c865.html
703566524	20161103	201611	2016	2016.8301	EDUEDU	SCHOOL						EDU	EDU		USA	UNITED STATES	USA								0	173	173	17	4	-5.0	3	1	3	-1.69660678642714	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20171103103000	http://www.cbc.ca/news/canada/toronto/babcock-trial-phone-records-1.4385191
703566525	20161103	201611	2016	2016.8301	EDUEDU	SCHOOL						EDU	EDU		USA	UNITED STATES	USA								0	190	190	19	4	-10.0	3	1	3	-1.69660678642714	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20171103103000	http://www.cbc.ca/news/canada/toronto/babcock-trial-phone-records-1.4385191
703566526	20161103	201611	2016	2016.8301	GOV	PRINCE						GOV													1	1832	183	18	4	-10.0	10	1	10	-0.47244094488189	0								0								0								20171103103000	http://www.enidnews.com/news/local_news/should-we-be-celebrating-the-reformation/article_a39d01a1-71bb-5e77-ba00-96022083c865.html
703566527	20161103	201611	2016	2016.8301	IRL	IRELAND	IRL								BUS	COMPANY						BUS			1	042	042	04	1	1.9	2	1	2	0.56625141562854	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	1	Hong Kong	HK	HK		22.25	114.166667	HK	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171103103000	https://www.rte.ie/news/business/2017/1103/917216-today-in-the-press/
