704416825	20171106	201711	2017	2017.8384											MDA	MOLDOVA	MDA								1	173	173	17	4	-5.0	2	1	2	-0.925925925925929	0								4	Chisinau, Chisinau, Moldova	MD	MD57	41179	47.0056	28.8575	-2276223	4	Chisinau, Chisinau, Moldova	MD	MD57	41179	47.0056	28.8575	-2276223	20171106201500	Facebook in Romanian/BBC Monitoring/(c) BBC
704416826	20171106	201711	2017	2017.8384	ARM	ARMENIAN	ARM																		1	196	196	19	4	-9.5	6	1	6	-1.86335403726708	4	Metsamor, Armavir, Armenia	AM	AM03	4898	40.073	44.2896	-2325150	0								4	Metsamor, Armavir, Armenia	AM	AM03	4898	40.073	44.2896	-2325150	20171106201500	Lider TV, Baku/BBC Monitoring/(c) BBC
704416827	20171106	201711	2017	2017.8384	ARM	ARMENIA	ARM																		1	196	196	19	4	-9.5	2	1	2	-1.86335403726708	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	0								4	Metsamor, Armavir, Armenia	AM	AM03	4898	40.073	44.2896	-2325150	20171106201500	Lider TV, Baku/BBC Monitoring/(c) BBC
704416828	20171106	201711	2017	2017.8384	ARM	ARMENIAN	ARM																		1	196	196	19	4	-9.5	2	1	2	-1.86335403726708	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	0								4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	20171106201500	Lider TV, Baku/BBC Monitoring/(c) BBC
704416829	20171106	201711	2017	2017.8384	ARM	ARMENIA	ARM								AUT	VIENNA	AUT								0	040	040	04	1	1.0	1	1	1	-1.86335403726708	4	Metsamor, Armavir, Armenia	AM	AM03	4898	40.073	44.2896	-2325150	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	20171106201500	Lider TV, Baku/BBC Monitoring/(c) BBC
704416830	20171106	201711	2017	2017.8384	ARM	ARMENIA	ARM								AZE	AZERBAIJAN	AZE								0	040	040	04	1	1.0	1	1	1	-1.86335403726708	4	Metsamor, Armavir, Armenia	AM	AM03	4898	40.073	44.2896	-2325150	4	Cocuq Marcanli, C?brayil, Azerbaijan	AJ	AJ14	513	39.394	47.3006	-2705593	4	Metsamor, Armavir, Armenia	AM	AM03	4898	40.073	44.2896	-2325150	20171106201500	Lider TV, Baku/BBC Monitoring/(c) BBC
704416831	20171106	201711	2017	2017.8384	ARM	ARMENIA	ARM								AZE	AZERBAIJAN	AZE								0	044	044	04	1	2.5	1	1	1	-1.86335403726708	4	Metsamor, Armavir, Armenia	AM	AM03	4898	40.073	44.2896	-2325150	4	Cocuq Marcanli, C?brayil, Azerbaijan	AJ	AJ14	513	39.394	47.3006	-2705593	4	Metsamor, Armavir, Armenia	AM	AM03	4898	40.073	44.2896	-2325150	20171106201500	Lider TV, Baku/BBC Monitoring/(c) BBC
704416832	20171106	201711	2017	2017.8384	ARM	ARMENIA	ARM								IGOEURSCE	OSCE	EUR	SCE				IGO			0	040	040	04	1	1.0	1	1	1	-1.86335403726708	4	Metsamor, Armavir, Armenia	AM	AM03	4898	40.073	44.2896	-2325150	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	20171106201500	Lider TV, Baku/BBC Monitoring/(c) BBC
704416833	20171106	201711	2017	2017.8384	AUT	VIENNA	AUT								ARM	ARMENIA	ARM								0	040	040	04	1	1.0	1	1	1	-1.86335403726708	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	4	Metsamor, Armavir, Armenia	AM	AM03	4898	40.073	44.2896	-2325150	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	20171106201500	Lider TV, Baku/BBC Monitoring/(c) BBC
704416834	20171106	201711	2017	2017.8384	AZE	AZERBAIJAN	AZE								ARM	ARMENIA	ARM								0	040	040	04	1	1.0	1	1	1	-1.86335403726708	4	Cocuq Marcanli, C?brayil, Azerbaijan	AJ	AJ14	513	39.394	47.3006	-2705593	4	Metsamor, Armavir, Armenia	AM	AM03	4898	40.073	44.2896	-2325150	4	Metsamor, Armavir, Armenia	AM	AM03	4898	40.073	44.2896	-2325150	20171106201500	Lider TV, Baku/BBC Monitoring/(c) BBC
704416835	20171106	201711	2017	2017.8384	AZE	AZERBAIJAN	AZE								ARM	ARMENIA	ARM								0	044	044	04	1	2.5	1	1	1	-1.86335403726708	4	Cocuq Marcanli, C?brayil, Azerbaijan	AJ	AJ14	513	39.394	47.3006	-2705593	4	Metsamor, Armavir, Armenia	AM	AM03	4898	40.073	44.2896	-2325150	4	Metsamor, Armavir, Armenia	AM	AM03	4898	40.073	44.2896	-2325150	20171106201500	Lider TV, Baku/BBC Monitoring/(c) BBC
