704813506	20161108	201611	2016	2016.8438	AUS	AUSTRALIAN	AUS								NZL	NEW ZEALAND	NZL								1	0353	035	03	1	7.0	10	1	10	0	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	20171108001500	https://www.cqnews.com.au/news/want-free-education-just-pop-over-new-zealand/3259853/
704813507	20161108	201611	2016	2016.8438	AUS	AUSTRALIAN	AUS								NZL	NEW ZEALAND	NZL								1	0353	035	03	1	7.0	10	1	10	1.04712041884817	4	Airlie Beach, Queensland, Australia	AS	AS04	40197	-20.2672	148.716	11430433	4	Airlie Beach, Queensland, Australia	AS	AS04	40197	-20.2672	148.716	11430433	4	Airlie Beach, Queensland, Australia	AS	AS04	40197	-20.2672	148.716	11430433	20171108001500	https://www.whitsundaytimes.com.au/news/want-free-education-just-pop-over-new-zealand/3259853/
704813508	20161108	201611	2016	2016.8438	AUS	AUSTRALIAN	AUS								NZL	NEW ZEALAND	NZL								1	0353	035	03	1	7.0	10	1	10	-0.5	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20171108001500	https://www.ipswichadvertiser.com.au/news/want-free-education-just-pop-over-new-zealand/3259853/
704813509	20161108	201611	2016	2016.8438	BUS	COMPANY						BUS			AUS	AUSTRALIAN	AUS								1	060	060	06	2	6.0	10	1	10	2.19123505976096	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	20171108001500	http://www.escape.com.au/travel-advice/best-tips-for-planning-a-holiday/news-story/e7829d80fc2d420bf62fbe19faf346be?nk=96c9c135e4134c71ef38b1fa2c3afde5-1510099375
704813510	20161108	201611	2016	2016.8438	BUS	COMPANY						BUS			AUS	AUSTRALIAN	AUS								1	070	070	07	2	7.0	8	1	8	2.19123505976096	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	20171108001500	http://www.escape.com.au/travel-advice/best-tips-for-planning-a-holiday/news-story/e7829d80fc2d420bf62fbe19faf346be?nk=96c9c135e4134c71ef38b1fa2c3afde5-1510099375
704813511	20161108	201611	2016	2016.8438	BUS	COMPANY						BUS			AUS	AUSTRALIAN	AUS								1	070	070	07	2	7.0	2	1	2	2.19123505976096	3	Salt Lake City, Utah, United States	US	USUT	UT035	40.7608	-111.891	1454997	3	Salt Lake City, Utah, United States	US	USUT		40.7608	-111.891	1454997	3	Salt Lake City, Utah, United States	US	USUT		40.7608	-111.891	1454997	20171108001500	http://www.escape.com.au/travel-advice/best-tips-for-planning-a-holiday/news-story/e7829d80fc2d420bf62fbe19faf346be?nk=96c9c135e4134c71ef38b1fa2c3afde5-1510099375
704813512	20161108	201611	2016	2016.8438	CRM	CRIMINAL						CRM													1	161	161	16	4	-4.0	3	1	3	-1.71765968867418	4	Kelowna, British Columbia, Canada	CA	CA02	12566	49.9	-119.483	-567125	0								4	Kelowna, British Columbia, Canada	CA	CA02	12566	49.9	-119.483	-567125	20171108001500	http://www.castanet.net/edition/news-story-210996-1-.htm
704813513	20161108	201611	2016	2016.8438	CRM	CRIMINAL						CRM			CAN	CANADA	CAN								1	161	161	16	4	-4.0	2	1	2	-1.71765968867418	4	Kelowna, British Columbia, Canada	CA	CA02	12566	49.9	-119.483	-567125	4	Kelowna, British Columbia, Canada	CA	CA02	12566	49.9	-119.483	-567125	4	Kelowna, British Columbia, Canada	CA	CA02	12566	49.9	-119.483	-567125	20171108001500	http://www.castanet.net/edition/news-story-210996-1-.htm
704813514	20161108	201611	2016	2016.8438	CYP	CYPRUS	CYP								GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	1	1	1	3.43053173241852	1	Cyprus	CY	CY		35	33	CY	4	Islington, Islington, United Kingdom	UK	UKG3	40110	51.5333	-0.1	-2599623	1	Cyprus	CY	CY		35	33	CY	20171108001500	https://www.bustle.com/p/theres-going-to-be-a-spice-girls-exhibition-in-london-so-90s-kids-its-time-to-book-your-flight-3247108
704813515	20161108	201611	2016	2016.8438	GBR	UNITED KINGDOM	GBR								CYP	CYPRUS	CYP								1	043	043	04	1	2.8	1	1	1	3.43053173241852	4	Islington, Islington, United Kingdom	UK	UKG3	40110	51.5333	-0.1	-2599623	1	Cyprus	CY	CY		35	33	CY	1	Cyprus	CY	CY		35	33	CY	20171108001500	https://www.bustle.com/p/theres-going-to-be-a-spice-girls-exhibition-in-london-so-90s-kids-its-time-to-book-your-flight-3247108
704813516	20161108	201611	2016	2016.8438	GOV	ADMINISTRATION						GOV			LEG	SENATOR						LEG			0	040	040	04	1	1.0	2	1	2	-3.84615384615385	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	2	New York, United States	US	USNY		42.1497	-74.9384	NY	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171108001500	https://www.rawstory.com/2017/11/republicans-tax-plans-gain-speed-fitch-warns-on-deficit/
704813517	20161108	201611	2016	2016.8438	LEG	SENATOR						LEG			GOV	ADMINISTRATION						GOV			0	040	040	04	1	1.0	2	1	2	-3.84615384615385	2	New York, United States	US	USNY		42.1497	-74.9384	NY	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171108001500	https://www.rawstory.com/2017/11/republicans-tax-plans-gain-speed-fitch-warns-on-deficit/
704813518	20161108	201611	2016	2016.8438	NZL	NEW ZEALAND	NZL																		1	080	080	08	2	5.0	1	1	1	-0.222222222222223	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	0								4	Papamoa, New Zealand (general), New Zealand	NZ	NZ00	22389	-37.7333	176.3	-1515806	20171108001500	http://www.nzherald.co.nz/bay-of-plenty-times/news/article.cfm?c_id=1503343&objectid=11941630
704813519	20161108	201611	2016	2016.8438	NZL	NEW ZEALAND	NZL																		1	080	080	08	2	5.0	1	1	1	-0.222222222222223	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171108001500	http://www.nzherald.co.nz/bay-of-plenty-times/news/article.cfm?c_id=1503343&objectid=11941630
704813520	20161108	201611	2016	2016.8438	USAGOV	CALIFORNIA	USA					GOV													1	193	193	19	4	-10.0	3	1	3	-4.84330484330484	3	Monterey Bay Aquarium, California, United States	US	USCA	CA053	36.6183	-121.901	1703287	0								3	Monterey Bay Aquarium, California, United States	US	USCA		36.6183	-121.901	1703287	20171108001500	http://abcnews.go.com/US/wireStory/fatal-shooting-protected-sea-otter-probed-california-50998608
704813521	20171009	201710	2017	2017.7644											BUS	COMPANY						BUS			1	114	114	11	3	-2.0	1	1	1	-4.16666666666667	0								4	Abbotsford, British Columbia, Canada	CA	CA02	12550	49.05	-122.3	-559845	4	Abbotsford, British Columbia, Canada	CA	CA02	12550	49.05	-122.3	-559845	20171108001500	http://www.castanet.net/edition/news-story-211014-3-.htm
