703587000	20161103	201611	2016	2016.8301	BEL	BELGIUM	BEL								NLD	THE NETHERLAND	NLD								1	043	043	04	1	2.8	1	1	1	1.10803324099723	4	Egremont, Cumbria, United Kingdom	UK	UKC9	40102	54.4667	-3.51667	-2595437	4	Egremont, Cumbria, United Kingdom	UK	UKC9	40102	54.4667	-3.51667	-2595437	4	Egremont, Cumbria, United Kingdom	UK	UKC9	40102	54.4667	-3.51667	-2595437	20171103114500	http://uk.blouinartinfo.com/artists/298-joseph-mallord-william-turner
703587001	20161103	201611	2016	2016.8301	BEL	BELGIUM	BEL								NLD	THE NETHERLAND	NLD								1	043	043	04	1	2.8	1	1	1	1.10803324099723	1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	20171103114500	http://uk.blouinartinfo.com/artists/298-joseph-mallord-william-turner
703587002	20161103	201611	2016	2016.8301	BEL	BELGIUM	BEL								NLD	THE NETHERLAND	NLD								1	043	043	04	1	2.8	3	1	3	1.10803324099723	1	Belgium	BE	BE		50.833333	4	BE	1	Netherlands	NL	NL		52.5	5.75	NL	1	Belgium	BE	BE		50.833333	4	BE	20171103114500	http://uk.blouinartinfo.com/artists/298-joseph-mallord-william-turner
703587003	20161103	201611	2016	2016.8301	BLR	BELARUSIAN	BLR								GBR	LONDON	GBR								1	036	036	03	1	4.0	3	1	3	4.04312668463612	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171103114500	http://eng.belta.by/economics/view/british-companies-become-increasingly-interested-in-belarus-106468-2017/
703587004	20161103	201611	2016	2016.8301	CVL	RESIDENTS						CVL			USA	UNITED STATES	USA								0	043	043	04	1	2.8	1	1	1	-1.19382022471911	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	3	Quantico, Virginia, United States	US	USVA	VA153	38.5223	-77.2936	1499925	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171103114500	http://www.gmanetwork.com/news/news/specialreports/631877/a-place-where-tokhang-means-zero-killings/story/
703587005	20161103	201611	2016	2016.8301	CVL	RESIDENTS						CVL			USA	VIRGINIA	USA								0	043	043	04	1	2.8	2	1	2	-1.19382022471911	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171103114500	http://www.gmanetwork.com/news/news/specialreports/631877/a-place-where-tokhang-means-zero-killings/story/
703587006	20161103	201611	2016	2016.8301	CVL	RESIDENTS						CVL			USA	UNITED STATES	USA								0	043	043	04	1	2.8	1	1	1	-1.19382022471911	3	Quantico, Virginia, United States	US	USVA	VA153	38.5223	-77.2936	1499925	3	Quantico, Virginia, United States	US	USVA	VA153	38.5223	-77.2936	1499925	4	Igorot, Nueva Vizcaya, Philippines	RP	RP48	24218	16.1686	120.972	10998207	20171103114500	http://www.gmanetwork.com/news/news/specialreports/631877/a-place-where-tokhang-means-zero-killings/story/
703587007	20161103	201611	2016	2016.8301	CVL	RESIDENTS						CVL			USA	UNITED STATES	USA								0	043	043	04	1	2.8	2	1	2	-1.19382022471911	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	3	Quantico, Virginia, United States	US	USVA	VA153	38.5223	-77.2936	1499925	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171103114500	http://www.gmanetwork.com/news/news/specialreports/631877/a-place-where-tokhang-means-zero-killings/story/
703587008	20161103	201611	2016	2016.8301	CVL	RESIDENTS						CVL			USA	UNITED STATES	USA								0	043	043	04	1	2.8	1	1	1	-1.19382022471911	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	3	Quantico, Virginia, United States	US	USVA	VA153	38.5223	-77.2936	1499925	4	Igorot, Nueva Vizcaya, Philippines	RP	RP48	24218	16.1686	120.972	10998207	20171103114500	http://www.gmanetwork.com/news/news/specialreports/631877/a-place-where-tokhang-means-zero-killings/story/
703587009	20161103	201611	2016	2016.8301	CVL	RESIDENTS						CVL			USA	VIRGINIA	USA								0	043	043	04	1	2.8	1	1	1	-1.19382022471911	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171103114500	http://www.gmanetwork.com/news/news/specialreports/631877/a-place-where-tokhang-means-zero-killings/story/
