704800356	20161107	201611	2016	2016.8411	USA	UNITED STATES	USA																		1	042	042	04	1	1.9	6	1	6	1.00430416068867	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20171107233000	https://www.mamamia.com.au/sophie-stu-melbourne-cup/
704800357	20161107	201611	2016	2016.8411	USA	CALIF	USA								USAGOV	CALIFORNIA	USA					GOV			1	193	193	19	4	-10.0	7	1	7	0	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20171107233000	http://www.eagletribune.com/region/fatal-shooting-of-protected-sea-otter-probed-by-california/article_e8b18687-461e-5c15-af05-2c3c95acab6b.html
704800358	20161107	201611	2016	2016.8411	USAGOV	CALIFORNIA	USA					GOV													1	193	193	19	4	-10.0	3	1	3	0	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	0								3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20171107233000	http://www.eagletribune.com/region/fatal-shooting-of-protected-sea-otter-probed-by-california/article_e8b18687-461e-5c15-af05-2c3c95acab6b.html
704800359	20171008	201710	2017	2017.7616	BHS	NASSAU	BHS								COP	POLICE						COP			0	090	090	09	2	-2.0	6	1	6	-6.97674418604651	4	Nassau, New Providence, Bahamas, The	BF	BF23	5747	25.0833	-77.35	-1543832	4	Nassau, New Providence, Bahamas, The	BF	BF23	5747	25.0833	-77.35	-1543832	4	Nassau, New Providence, Bahamas, The	BF	BF23	5747	25.0833	-77.35	-1543832	20171107233000	https://www.longislandpress.com/2017/11/07/fbi-ids-2-found-dead-in-freeport-gang-probe/
704800360	20171008	201710	2017	2017.7616	BHSCOP	NASSAU	BHS					COP													0	090	090	09	2	-2.0	2	1	2	-6.97674418604651	4	Nassau, New Providence, Bahamas, The	BF	BF23	5747	25.0833	-77.35	-1543832	0								4	Nassau, New Providence, Bahamas, The	BF	BF23	5747	25.0833	-77.35	-1543832	20171107233000	https://www.longislandpress.com/2017/11/07/fbi-ids-2-found-dead-in-freeport-gang-probe/
704800361	20171008	201710	2017	2017.7616	ESP	SPAIN	ESP								BEL	BELGIUM	BEL								1	1044	104	10	3	-5.0	1	1	1	-4.01929260450161	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171107233000	http://www.i24news.tv/en/news/international/europe/159673-171107-sacked-catalan-leader-takes-aim-at-eu-for-helping-spanish-pm
704800362	20171008	201710	2017	2017.7616	ESP	SPAIN	ESP								BEL	BELGIUM	BEL								1	1044	104	10	3	-5.0	1	1	1	-4.01929260450161	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171107233000	http://www.i24news.tv/en/news/international/europe/159673-171107-sacked-catalan-leader-takes-aim-at-eu-for-helping-spanish-pm
704800363	20171008	201710	2017	2017.7616	FRA	FRANCE	FRA								GBR	EDINBURGH	GBR								0	110	110	11	3	-2.0	1	1	1	-2.11726384364821	1	France	FR	FR		46	2	FR	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	20171107233000	https://learningenglish.voanews.com/a/how-catalonia-independence-effort-raise-tension-in-belgium/4104681.html
704800364	20171008	201710	2017	2017.7616	FRA	FRANCE	FRA								GBR	EDINBURGH	GBR								0	110	110	11	3	-2.0	1	1	1	-2.11726384364821	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20171107233000	https://learningenglish.voanews.com/a/how-catalonia-independence-effort-raise-tension-in-belgium/4104681.html
704800365	20171008	201710	2017	2017.7616	FRAEDU	FRENCH	FRA					EDU			GBR	EDINBURGH	GBR								0	110	110	11	3	-2.0	3	1	3	-2.11726384364821	1	France	FR	FR		46	2	FR	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	1	France	FR	FR		46	2	FR	20171107233000	https://learningenglish.voanews.com/a/how-catalonia-independence-effort-raise-tension-in-belgium/4104681.html
