704367346	20161106	201611	2016	2016.8384	AGR	FARMER						AGR													1	010	010	01	1	0.0	3	1	3	3.39943342776204	4	Mambilla, Nigeria (general), Nigeria	NI	NI00	191241	6.51667	11.3667	-2018828	0								4	Mambilla, Nigeria (general), Nigeria	NI	NI00	191241	6.51667	11.3667	-2018828	20171106163000	http://leadership.ng/2017/11/06/taraba-starts-anti-grazing-law-implementation-jan-gov-ishaku/
704367347	20161106	201611	2016	2016.8384	AGR	FARMER						AGR			GOV	STATE GOVERNOR						GOV			1	010	010	01	1	0.0	1	1	1	3.39943342776204	4	Mambilla, Nigeria (general), Nigeria	NI	NI00	191241	6.51667	11.3667	-2018828	4	Mambilla, Nigeria (general), Nigeria	NI	NI00	191241	6.51667	11.3667	-2018828	4	Mambilla, Nigeria (general), Nigeria	NI	NI00	191241	6.51667	11.3667	-2018828	20171106163000	http://leadership.ng/2017/11/06/taraba-starts-anti-grazing-law-implementation-jan-gov-ishaku/
704367348	20161106	201611	2016	2016.8384	AGR	FARMER						AGR			NGA	NIGERIA	NGA								1	010	010	01	1	0.0	4	1	4	3.39943342776204	4	Mambilla, Nigeria (general), Nigeria	NI	NI00	191241	6.51667	11.3667	-2018828	4	Mambilla, Nigeria (general), Nigeria	NI	NI00	191241	6.51667	11.3667	-2018828	4	Mambilla, Nigeria (general), Nigeria	NI	NI00	191241	6.51667	11.3667	-2018828	20171106163000	http://leadership.ng/2017/11/06/taraba-starts-anti-grazing-law-implementation-jan-gov-ishaku/
704367349	20161106	201611	2016	2016.8384	AGR	FARMER						AGR			NGAGOV	NIGERIA	NGA					GOV			1	010	010	01	1	0.0	2	1	2	3.39943342776204	4	Mambilla, Nigeria (general), Nigeria	NI	NI00	191241	6.51667	11.3667	-2018828	4	Mambilla, Nigeria (general), Nigeria	NI	NI00	191241	6.51667	11.3667	-2018828	4	Mambilla, Nigeria (general), Nigeria	NI	NI00	191241	6.51667	11.3667	-2018828	20171106163000	http://leadership.ng/2017/11/06/taraba-starts-anti-grazing-law-implementation-jan-gov-ishaku/
704367350	20161106	201611	2016	2016.8384	BUS	BUSINESS LEADER						BUS			UAF	GUNMAN						UAF			0	042	042	04	1	1.9	2	1	2	-6.92124105011933	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	20171106163000	http://www.newsweek.com/sutherland-springs-deadliest-small-town-mass-shooting-us-history-702657
704367351	20161106	201611	2016	2016.8384	BUS	BUSINESS LEADER						BUS			USA	KANSAS	USA								0	042	042	04	1	1.9	3	1	3	-6.92124105011933	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	20171106163000	http://www.newsweek.com/sutherland-springs-deadliest-small-town-mass-shooting-us-history-702657
704367352	20161106	201611	2016	2016.8384	CAN	BRITISH COLUMBIA	CAN								GOV	REGULATORY BODY						GOV			0	045	045	04	1	5.0	1	1	1	-7.42705570291777	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171106163000	http://www.mortgagebrokernews.ca/news/jailed-unlicensed-sales-agents-charged-with-fraud-233458.aspx
704367353	20161106	201611	2016	2016.8384	CAN	BRITISH COLUMBIA	CAN								GOV	REGULATORY BODY						GOV			0	051	051	05	1	3.4	1	1	1	-7.42705570291777	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171106163000	http://www.mortgagebrokernews.ca/news/jailed-unlicensed-sales-agents-charged-with-fraud-233458.aspx
704367354	20161106	201611	2016	2016.8384	GBR	UNITED KINGDOM	GBR								GOV	REGULATORY BODY						GOV			0	045	045	04	1	5.0	2	1	2	-7.42705570291777	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171106163000	http://www.mortgagebrokernews.ca/news/jailed-unlicensed-sales-agents-charged-with-fraud-233458.aspx
704367355	20161106	201611	2016	2016.8384	GOV	PRESIDENT						GOV													1	154	154	15	4	-7.2	3	1	3	0	1	China	CH	CH		35	105	CH	0								1	China	CH	CH		35	105	CH	20171106163000	https://www.c21media.net/nhks-ueda-takes-reins-at-abu/
