704704738	20161107	201611	2016	2016.8411											GOV	LAW MINIST						GOV			1	040	040	04	1	1.0	5	1	5	-4.25531914893617	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20171107170000	http://www.newstoday.com.bd/index.php?option=details&news_id=2485224&date=2017-11-08
704704739	20161107	201611	2016	2016.8411											MILJUD	MILITARY JUSTICE						MIL	JUD		0	020	020	02	1	3.0	3	1	3	-7.09219858156028	0								3	Capitol Hill, District of Columbia, United States	US	USDC		38.889	-77.0003	529313	3	Capitol Hill, District of Columbia, United States	US	USDC		38.889	-77.0003	529313	20171107170000	https://www.navytimes.com/news/pentagon-congress/2017/11/07/lawmakers-demand-answers-on-air-forces-mishandling-of-shooters-records/
704704740	20161107	201611	2016	2016.8411	AFG	AFGHAN	AFG								MED	JOURNALIST						MED			0	1123	112	11	3	-2.0	2	1	2	-8.63213811420984	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171107170000	http://newsweekpakistan.com/gunmen-storm-kabul-tv-station-in-deadly-attack/
704704741	20161107	201611	2016	2016.8411	AUS	AUSTRALIAN	AUS								USAGOV	BARACK OBAMA	USA					GOV			0	050	050	05	1	3.5	3	1	3	-6.83856502242153	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20171107170000	http://news.trust.org/item/20171107164908-7yav6
704704742	20161107	201611	2016	2016.8411	AUSGOV	AUSTRALIAN	AUS					GOV			USAGOV	BARACK OBAMA	USA					GOV			0	050	050	05	1	3.5	4	1	4	-6.83856502242153	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20171107170000	http://news.trust.org/item/20171107164908-7yav6
704704743	20161107	201611	2016	2016.8411	AUSGOV	AUSTRALIA	AUS					GOV			USAGOV	BARACK OBAMA	USA					GOV			0	050	050	05	1	3.5	2	1	2	-6.83856502242153	1	Nauru	NR	NR		-0.533333	166.916667	NR	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20171107170000	http://news.trust.org/item/20171107164908-7yav6
704704744	20161107	201611	2016	2016.8411	GBR	UNITED KINGDOM	GBR																		0	120	120	12	3	-4.0	1	1	1	-3.3718689788054	4	Whitehall, Orkney Islands, United Kingdom	UK	UKV9	40174	59.15	-2.61667	-2611570	0								1	Israel	IS	IS		31.5	34.75	IS	20171107170000	https://www.theguardian.com/politics/2017/nov/07/foreign-policy-mistakes-betray-lack-of-a-firm-hand-at-no-10
704704745	20161107	201611	2016	2016.8411	GBR	UNITED KINGDOM	GBR								PSE	PALESTINE	PSE								0	071	071	07	2	7.4	2	1	2	-3.3718689788054	4	Whitehall, Orkney Islands, United Kingdom	UK	UKV9	40174	59.15	-2.61667	-2611570	1	Israel	IS	IS		31.5	34.75	IS	4	Whitehall, Orkney Islands, United Kingdom	UK	UKV9	40174	59.15	-2.61667	-2611570	20171107170000	https://www.theguardian.com/politics/2017/nov/07/foreign-policy-mistakes-betray-lack-of-a-firm-hand-at-no-10
704704746	20161107	201611	2016	2016.8411	GBR	UNITED KINGDOM	GBR								PSE	PALESTINE	PSE								0	120	120	12	3	-4.0	2	1	2	-3.3718689788054	4	Whitehall, Orkney Islands, United Kingdom	UK	UKV9	40174	59.15	-2.61667	-2611570	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20171107170000	https://www.theguardian.com/politics/2017/nov/07/foreign-policy-mistakes-betray-lack-of-a-firm-hand-at-no-10
704704747	20161107	201611	2016	2016.8411	GOV	DEPUTY PRIME MINISTER						GOV			VNMJUD	VIETNAM	VNM					JUD			1	043	043	04	1	2.8	10	1	10	3.23529411764706	4	Ahmedabad, Gujarat, India	IN	IN09	17644	23.0333	72.6167	-2088270	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	4	Ahmedabad, Gujarat, India	IN	IN09	17644	23.0333	72.6167	-2088270	20171107170000	http://www.business-standard.com/article/pti-stories/vietnam-pm-among-10-asean-leaders-to-be-chief-guests-at-r-day-117110701643_1.html
