704939632	20161108	201611	2016	2016.8438											EDU	SCHOOL						EDU			1	057	057	05	1	8.0	10	1	10	0.38095238095238	0								4	Nquthu, KwaZulu-Natal, South Africa	SF	SF02	77334	-28.2251	31.581	-1267592	4	Nquthu, KwaZulu-Natal, South Africa	SF	SF02	77334	-28.2251	31.581	-1267592	20171108094500	http://allafrica.com/stories/201711080320.html
704939633	20161108	201611	2016	2016.8438											USA	UNITED STATES	USA								0	043	043	04	1	2.8	8	1	8	-3.37186897880539	0								3	Napa County, California, United States	US	USCA		38.4832	-122.334	277292	3	Napa Valley, California, United States	US	USCA		38.2594	-122.289	234352	20171108094500	http://www.capitalgazette.com/entertainment/ac-cn-wine-20171108-story.html
704939634	20161108	201611	2016	2016.8438	CAN	CANADA	CAN																		1	081	081	08	2	5.0	10	1	10	2.62390670553935	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20171108094500	http://www.cloudpro.co.uk/finance/7158/ibm-blockchain-could-help-run-a-legal-cannabis-industry
704939635	20161108	201611	2016	2016.8438	EDU	SCHOOL						EDU													1	057	057	05	1	8.0	10	1	10	0.38095238095238	4	Nquthu, KwaZulu-Natal, South Africa	SF	SF02	77334	-28.2251	31.581	-1267592	0								4	Nquthu, KwaZulu-Natal, South Africa	SF	SF02	77334	-28.2251	31.581	-1267592	20171108094500	http://allafrica.com/stories/201711080320.html
704939636	20161108	201611	2016	2016.8438	EDU	PROFESSOR						EDU			HIN	HINDU				HIN					1	013	013	01	1	0.4	5	1	5	-4.34782608695652	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	20171108094500	http://www.thehindu.com/news/national/picture-of-elephants-humiliated-by-fire-in-west-bengal-receives-top-award/article20003447.ece
704939637	20161108	201611	2016	2016.8438	GBRIMY	ISLE OF MAN	GBR								GOV	GOVERNMENT						GOV			1	020	020	02	1	3.0	5	1	5	-1.89393939393939	0								0								0								20171108094500	http://www.iomtoday.co.im/article.cfm?id=36865&headline=More%20cattle%20exported%20for%20slaughter%20than%20processed%20in%20the%20island
704939638	20161108	201611	2016	2016.8438	GOV	PRIME MINISTER						GOV													1	010	010	01	1	0.0	10	1	10	-3.69068541300527	4	Mahatma, Rajasthan, India	IN	IN24	17843	28.6293	75.071	10446865	0								4	Mahatma, Rajasthan, India	IN	IN24	17843	28.6293	75.071	10446865	20171108094500	http://theindianawaaz.com/it-is-first-anniversay-of-demonetisation/
704939639	20161108	201611	2016	2016.8438	ITA	ITALY	ITA								USA	UNITED STATES	USA								0	042	042	04	1	1.9	4	1	4	1.11317254174397	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20171108094500	https://www.thelocal.it/20171108/my-motto-is-life-is-too-good-the-italian-paralympic-fencer-fighting-for-vaccine-awareness
704939640	20161108	201611	2016	2016.8438	ITA	ITALY	ITA								USAGOV	THE WHITE HOUSE	USA					GOV			0	042	042	04	1	1.9	1	1	1	1.11317254174397	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20171108094500	https://www.thelocal.it/20171108/my-motto-is-life-is-too-good-the-italian-paralympic-fencer-fighting-for-vaccine-awareness
704939641	20161108	201611	2016	2016.8438	ITA	ITALY	ITA								USAGOV	THE WHITE HOUSE	USA					GOV			0	042	042	04	1	1.9	3	1	3	1.11317254174397	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20171108094500	https://www.thelocal.it/20171108/my-motto-is-life-is-too-good-the-italian-paralympic-fencer-fighting-for-vaccine-awareness
