703929245	20161104	201611	2016	2016.8329											EDU	STUDENT						EDU			1	036	036	03	1	4.0	2	1	2	1.53301886792453	0								3	Long Hill, New Jersey, United States	US	USNJ		40.7079	-74.4296	877912	3	Long Hill, New Jersey, United States	US	USNJ		40.7079	-74.4296	877912	20171104181500	http://www.newjerseyhills.com/echoes-sentinel/news/long-hill-students-exceed-state-averages-in-parcc-testing/article_e36a47f3-07d2-562c-b0d0-bb64e0de5e4a.html
703929246	20161104	201611	2016	2016.8329											EDU	STUDENT						EDU			1	036	036	03	1	4.0	3	1	3	1.53301886792453	0								3	Trenton, New Jersey, United States	US	USNJ	NJ021	40.2171	-74.7429	884540	3	Trenton, New Jersey, United States	US	USNJ	NJ021	40.2171	-74.7429	884540	20171104181500	http://www.newjerseyhills.com/echoes-sentinel/news/long-hill-students-exceed-state-averages-in-parcc-testing/article_e36a47f3-07d2-562c-b0d0-bb64e0de5e4a.html
703929247	20161104	201611	2016	2016.8329											OMN	MUSCAT	OMN								1	041	041	04	1	1.0	10	1	10	-0.321543408360129	0								4	Governorate Of Muscat, Masqat, Oman	MU	MU06	23610	23.5724	58.6064	10981746	4	Governorate Of Muscat, Masqat, Oman	MU	MU06	23610	23.5724	58.6064	10981746	20171104181500	http://timesofoman.com/article/121092/Oman/Fixed-telephone-line-subscriptions-rise-145-per-cent-in-Oman
703929248	20161104	201611	2016	2016.8329	BRA	BRAZIL	BRA								USA	UNITED STATES	USA								1	190	190	19	4	-10.0	5	1	5	-10.6382978723404	4	Rio De Janeiro, Estado do Rio, Brazil	BR	BR21	9961	-22.9	-43.2333	-666610	1	United States	US	US		39.828175	-98.5795	US	4	Rio De Janeiro, Estado do Rio, Brazil	BR	BR21	9961	-22.9	-43.2333	-666610	20171104181500	http://atlantablackstar.com/2017/11/04/black-life-cheap-brazil-police-kill-4224-people-one-year/
703929249	20161104	201611	2016	2016.8329	EDU	STUDENT						EDU													1	036	036	03	1	4.0	2	1	2	1.53301886792453	3	Long Hill, New Jersey, United States	US	USNJ	NJ027	40.7079	-74.4296	877912	0								3	Long Hill, New Jersey, United States	US	USNJ		40.7079	-74.4296	877912	20171104181500	http://www.newjerseyhills.com/echoes-sentinel/news/long-hill-students-exceed-state-averages-in-parcc-testing/article_e36a47f3-07d2-562c-b0d0-bb64e0de5e4a.html
703929250	20161104	201611	2016	2016.8329	GOV	GOVERNMENT						GOV													0	020	020	02	1	3.0	20	1	20	-2.01122544434051	3	Boulder, Colorado, United States	US	USCO	CO013	40.015	-105.271	178680	0								3	Boulder, Colorado, United States	US	USCO	CO013	40.015	-105.271	178680	20171104181500	http://www.timescall.com/ci_31427074/historic-3b-surge-boulder-county-property-values-triggers
703929251	20161104	201611	2016	2016.8329	GOV	PRIME MINISTER						GOV			IRN	IRAN	IRN								0	051	051	05	1	3.4	4	1	4	-3.38827838827839	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171104181500	https://www.thenational.ae/world/mena/lebanon-prime-minister-hariri-resigns-criticising-iran-influence-1.672945
703929252	20161104	201611	2016	2016.8329	GOV	FIREFIGHTER						GOV			MEX	MEXICAN	MEX								1	070	070	07	2	7.0	8	1	8	0.90293453724605	4	Queretaro, Queréro de Arteaga, Mexico	MX	MX22	20887	20.6	-100.383	-1690669	4	Queretaro, Queréro de Arteaga, Mexico	MX	MX22	20887	20.6	-100.383	-1690669	4	Queretaro, Queréro de Arteaga, Mexico	MX	MX22	20887	20.6	-100.383	-1690669	20171104181500	http://www.cbc.ca/news/canada/nova-scotia/help-coming-to-brookfield-firefighter-donating-gear-mexico-1.4387823
703929253	20161104	201611	2016	2016.8329	LEG	CONGRESS						LEG													0	022	022	02	1	3.2	10	1	10	-0.68493150684932	4	Masvingo, Masvingo, Zimbabwe	ZI	ZI08	40197	-20.0637	30.8277	-2315856	0								4	Masvingo, Masvingo, Zimbabwe	ZI	ZI08	40197	-20.0637	30.8277	-2315856	20171104181500	https://www.voazimbabwe.com/a/zimbabwe-robert-mugabe-grace-mugabe-emmerson-mnangagwa/4100027.html
703929254	20161104	201611	2016	2016.8329	LEG	CONGRESS						LEG													0	051	051	05	1	3.4	10	1	10	-0.68493150684932	4	Masvingo, Masvingo, Zimbabwe	ZI	ZI08	40197	-20.0637	30.8277	-2315856	0								4	Masvingo, Masvingo, Zimbabwe	ZI	ZI08	40197	-20.0637	30.8277	-2315856	20171104181500	https://www.voazimbabwe.com/a/zimbabwe-robert-mugabe-grace-mugabe-emmerson-mnangagwa/4100027.html
703929255	20161104	201611	2016	2016.8329	MEX	MEXICANOS	MEX								MEXGOV	MEXICAN	MEX					GOV			1	042	042	04	1	1.9	5	1	5	2.2883295194508	4	Cosamaloapan, Veracruz-Llave, Mexico	MX	MX30	21163	18.3667	-95.8	-1659529	4	Cosamaloapan, Veracruz-Llave, Mexico	MX	MX30	21163	18.3667	-95.8	-1659529	4	Cosamaloapan, Veracruz-Llave, Mexico	MX	MX30	21163	18.3667	-95.8	-1659529	20171104181500	https://www.riviera-maya-news.com/pemex-announces-largest-mexico-oil-discovery-in-15-years/2017.html
703929256	20161104	201611	2016	2016.8329	MEX	MEXICAN	MEX								MEXGOV	MEXICO	MEX					GOV			1	043	043	04	1	2.8	2	1	2	2.2883295194508	4	Cosamaloapan, Veracruz-Llave, Mexico	MX	MX30	21163	18.3667	-95.8	-1659529	4	Cosamaloapan, Veracruz-Llave, Mexico	MX	MX30	21163	18.3667	-95.8	-1659529	4	Cosamaloapan, Veracruz-Llave, Mexico	MX	MX30	21163	18.3667	-95.8	-1659529	20171104181500	https://www.riviera-maya-news.com/pemex-announces-largest-mexico-oil-discovery-in-15-years/2017.html
703929257	20161104	201611	2016	2016.8329	MEXGOV	MEXICO	MEX					GOV			MEX	MEXICAN	MEX								1	042	042	04	1	1.9	2	1	2	2.2883295194508	4	Cosamaloapan, Veracruz-Llave, Mexico	MX	MX30	21163	18.3667	-95.8	-1659529	4	Cosamaloapan, Veracruz-Llave, Mexico	MX	MX30	21163	18.3667	-95.8	-1659529	4	Cosamaloapan, Veracruz-Llave, Mexico	MX	MX30	21163	18.3667	-95.8	-1659529	20171104181500	https://www.riviera-maya-news.com/pemex-announces-largest-mexico-oil-discovery-in-15-years/2017.html
703929258	20161104	201611	2016	2016.8329	MEXGOV	MEXICAN	MEX					GOV			MEX	MEXICANOS	MEX								1	043	043	04	1	2.8	5	1	5	2.2883295194508	4	Cosamaloapan, Veracruz-Llave, Mexico	MX	MX30	21163	18.3667	-95.8	-1659529	4	Cosamaloapan, Veracruz-Llave, Mexico	MX	MX30	21163	18.3667	-95.8	-1659529	4	Cosamaloapan, Veracruz-Llave, Mexico	MX	MX30	21163	18.3667	-95.8	-1659529	20171104181500	https://www.riviera-maya-news.com/pemex-announces-largest-mexico-oil-discovery-in-15-years/2017.html
703929259	20161104	201611	2016	2016.8329	OMN	MUSCAT	OMN																		1	041	041	04	1	1.0	10	1	10	-0.321543408360129	4	Governorate Of Muscat, Masqat, Oman	MU	MU06	23610	23.5724	58.6064	10981746	0								4	Governorate Of Muscat, Masqat, Oman	MU	MU06	23610	23.5724	58.6064	10981746	20171104181500	http://timesofoman.com/article/121092/Oman/Fixed-telephone-line-subscriptions-rise-145-per-cent-in-Oman
