705239913	20161109	201611	2016	2016.8466											ITA	ITALY	ITA								1	042	042	04	1	1.9	2	1	2	-3.88768898488121	0								4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	5	Edo State, Edo, Nigeria	NI	NI37	191281	6.5	6	29623	20171109061500	https://af.reuters.com/article/libyaNews/idAFL5N1NE4VU
705239914	20161109	201611	2016	2016.8466	BUS	INVESTOR						BUS													1	018	018	01	1	3.4	5	1	5	2.60115606936416	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171109061500	https://uk.webfg.com/news/risers-and-fallers/ftse-100-movers-oil-stocks-gush-higher-but-fresnillo-loses-its-shine--2337926.html
705239915	20161109	201611	2016	2016.8466	BUS	INVESTOR						BUS													1	018	018	01	1	3.4	3	1	3	2.60115606936416	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	20171109061500	https://uk.webfg.com/news/risers-and-fallers/ftse-100-movers-oil-stocks-gush-higher-but-fresnillo-loses-its-shine--2337926.html
705239916	20161109	201611	2016	2016.8466	BUS	INVESTOR						BUS													1	018	018	01	1	3.4	2	1	2	2.60115606936416	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	0								4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	20171109061500	https://uk.webfg.com/news/risers-and-fallers/ftse-100-movers-oil-stocks-gush-higher-but-fresnillo-loses-its-shine--2337926.html
705239917	20161109	201611	2016	2016.8466	BUS	TYCOON						BUS													1	111	111	11	3	-2.0	10	1	10	-6.22119815668202	4	Sussex, Zimbabwe (general), Zimbabwe	ZI	ZI00	40197	-19.4167	29.7	-2322156	0								4	Sussex, Zimbabwe (general), Zimbabwe	ZI	ZI00	40197	-19.4167	29.7	-2322156	20171109061500	http://www.theargus.co.uk/news/15648513.Slum_landlord_refused_to_tell_police_who_was_driving_his_speeding_car/
705239918	20161109	201611	2016	2016.8466	CHN	CHINA	CHN																		1	061	061	06	2	6.4	10	1	10	1.74216027874564	4	Nanning, Guangxi, China	CH	CH16	13058	22.8167	108.317	-1919650	0								4	Nanning, Guangxi, China	CH	CH16	13058	22.8167	108.317	-1919650	20171109061500	http://www.thesundaily.my/news/2017/11/09/msian-durian-phenomenon-china
705239919	20161109	201611	2016	2016.8466	GOV	GOVERNOR						GOV													0	129	129	12	3	-5.0	10	1	10	1.42450142450142	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	0								2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20171109061500	http://www.11alive.com/article/news/politics/2017-election-democrats-gain-ground-in-georgia-legislature/85-490442994
705239920	20161109	201611	2016	2016.8466	IGOUNO	UNITED NATIONS		UNO				IGO			NGA	NIGERIAN	NGA								0	012	012	01	1	-0.4	1	1	1	-4.69973890339426	1	Italy	IT	IT		42.833333	12.833333	IT	1	Nigeria	NI	NI		10	8	NI	1	Italy	IT	IT		42.833333	12.833333	IT	20171109061500	https://www.globalcitizen.org/en/content/nigerian-migrant-women-dead-mediterranean-sea/
705239921	20161109	201611	2016	2016.8466	IGOUNO	UNITED NATIONS		UNO				IGO			NGA	NIGERIAN	NGA								0	012	012	01	1	-0.4	3	1	3	-4.69973890339426	1	Italy	IT	IT		42.833333	12.833333	IT	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20171109061500	https://www.globalcitizen.org/en/content/nigerian-migrant-women-dead-mediterranean-sea/
705239922	20161109	201611	2016	2016.8466	IGOUNO	UNITED NATIONS		UNO				IGO			NGA	NIGERIAN	NGA								0	012	012	01	1	-0.4	1	1	1	-4.69973890339426	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20171109061500	https://www.globalcitizen.org/en/content/nigerian-migrant-women-dead-mediterranean-sea/
