703849045	20161104	201611	2016	2016.8329	BUS	TRADER						BUS													1	012	012	01	1	-0.4	10	1	10	2.47349823321555	4	Nong Kham, Udon Thani, Thailand	TH	TH76	27146	17.8045	103.34	11027675	0								4	Nong Kham, Udon Thani, Thailand	TH	TH76	27146	17.8045	103.34	11027675	20171104090000	https://www.bangkokpost.com/news/general/1354511/bangkok-collects-812-000-krathongs
703849046	20171005	201710	2017	2017.7534	COP	PRISON						COP													0	015	015	01	1	0.0	3	1	3	-5.57491289198606	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	0								2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	20171104090000	http://www.nwaonline.com/news/2017/nov/04/bid-to-declare-greene-insane-fails-in-c-1/
703849047	20171005	201710	2017	2017.7534	COP	PRISON						COP													0	015	015	01	1	0.0	3	1	3	-5.57491289198606	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	0								2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20171104090000	http://www.nwaonline.com/news/2017/nov/04/bid-to-declare-greene-insane-fails-in-c-1/
703849048	20171005	201710	2017	2017.7534	COP	PRISON						COP			USA	UNITED STATES	USA								0	015	015	01	1	0.0	4	1	4	-5.57491289198606	3	Jefferson County, Arkansas, United States	US	USAR	AR069	34.2334	-91.9001	66862	3	Jefferson County, Arkansas, United States	US	USAR		34.2334	-91.9001	66862	3	Jefferson County, Arkansas, United States	US	USAR		34.2334	-91.9001	66862	20171104090000	http://www.nwaonline.com/news/2017/nov/04/bid-to-declare-greene-insane-fails-in-c-1/
703849049	20171005	201710	2017	2017.7534	ITA	ITALY	ITA																		0	011	011	01	1	-0.1	2	1	2	-5.28634361233481	1	Italy	IT	IT		42.833333	12.833333	IT	0								1	Italy	IT	IT		42.833333	12.833333	IT	20171104090000	http://www.nwaonline.com/news/2017/nov/04/files-detail-lead-up-to-slaying-of-ital/
703849050	20171005	201710	2017	2017.7534	KOR	SOUTH KOREA	KOR								MILMIL	AIRCRAFT CARRIER						MIL	MIL		0	062	062	06	2	7.4	10	1	10	-1.90839694656489	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20171104090000	http://english.donga.com/List/3/all/26/1115317/1
703849051	20171005	201710	2017	2017.7534	KOR	S. KOREA	KOR								USA	UNITED STATES	USA								1	014	014	01	1	0.0	5	1	5	-1.90839694656489	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20171104090000	http://english.donga.com/List/3/all/26/1115317/1
703849052	20171005	201710	2017	2017.7534	KOR	S. KOREA	KOR								USA	UNITED STATES	USA								1	026	026	02	1	4.0	5	1	5	-1.90839694656489	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20171104090000	http://english.donga.com/List/3/all/26/1115317/1
703849053	20171005	201710	2017	2017.7534	MILMIL	AIRCRAFT CARRIER						MIL	MIL		KOR	SOUTH KOREA	KOR								0	062	062	06	2	7.4	10	1	10	-1.90839694656489	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20171104090000	http://english.donga.com/List/3/all/26/1115317/1
703849054	20171028	201710	2017	2017.8164	CANEDU	MCGILL	CAN					EDU			JEW	JEWISH				JEW					0	051	051	05	1	3.4	8	1	8	-2.9936305732484	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	20171104090000	http://blogs.timesofisrael.com/the-cowardice-of-american-jewish-academia/
703849055	20171028	201710	2017	2017.8164	CANEDU	MCGILL	CAN					EDU			JEW	JEWISH				JEW					0	051	051	05	1	3.4	2	1	2	-2.9936305732484	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	20171104090000	http://blogs.timesofisrael.com/the-cowardice-of-american-jewish-academia/
703849056	20171028	201710	2017	2017.8164	CHN	CHINA	CHN								GOV	VICE FOREIGN MINISTER						GOV			1	026	026	02	1	4.0	8	1	8	1.25	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171104090000	http://worldtribunepakistan.com/2017/11/04/trump-starts-asia-visit-china-us-to-map-out-future-relations/
703849057	20171028	201710	2017	2017.8164	CHN	CHINA	CHN								GOV	VICE FOREIGN MINISTER						GOV			1	042	042	04	1	1.9	6	1	6	1.25	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	Pakistan	PK	PK		30	70	PK	20171104090000	http://worldtribunepakistan.com/2017/11/04/trump-starts-asia-visit-china-us-to-map-out-future-relations/
703849058	20171028	201710	2017	2017.8164	CHN	CHINA	CHN								USA	UNITED STATES	USA								1	043	043	04	1	2.8	2	1	2	1.25	1	Pakistan	PK	PK		30	70	PK	1	United States	US	US		39.828175	-98.5795	US	1	Pakistan	PK	PK		30	70	PK	20171104090000	http://worldtribunepakistan.com/2017/11/04/trump-starts-asia-visit-china-us-to-map-out-future-relations/
703849059	20171028	201710	2017	2017.8164	EDU	SCHOOL						EDU			USAEDU	ARKANSAS	USA					EDU			1	042	042	04	1	1.9	10	1	10	0.69444444444445	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171104090000	http://www.nwaonline.com/news/2017/nov/04/series-sets-5-talks-in-week-at-clinton-/
703849060	20171028	201710	2017	2017.8164	GOV	VICE FOREIGN MINISTER						GOV			CHN	CHINA	CHN								1	043	043	04	1	2.8	6	1	6	1.25	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	Pakistan	PK	PK		30	70	PK	20171104090000	http://worldtribunepakistan.com/2017/11/04/trump-starts-asia-visit-china-us-to-map-out-future-relations/
