702920349	20161101	201611	2016	2016.8247											EDU	SCHOOL						EDU			1	043	043	04	1	2.8	2	1	2	1.05263157894737	0								3	Willow Run, Michigan, United States	US	USMI		42.2573	-83.5744	1616541	3	Willow Run, Michigan, United States	US	USMI		42.2573	-83.5744	1616541	20171101104500	http://941theduke.com/news/articles/2017/nov/01/st-johns-school-superintendent-leaving/
702920350	20161101	201611	2016	2016.8247	BUS	INDUSTRY						BUS			MNCUSA	MICROSOFT	USA					MNC			1	014	014	01	1	0.0	10	1	10	0	0								0								0								20171101104500	https://finance.yahoo.com/m/5e022261-fea4-3eef-b691-62ca1b84ab53/ss_ge-must-walk-this-fine-line.html
702920351	20161101	201611	2016	2016.8247	CAN	CANADA	CAN								LEG	LEGISLATURE						LEG			1	013	013	01	1	0.4	2	1	2	-1.5015015015015	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20171101104500	http://www.560cfos.ca/news_item.php?NewsID=97125
702920352	20161101	201611	2016	2016.8247	CHN	CHINA	CHN								PAK	PAKISTAN	PAK								0	057	057	05	1	8.0	10	1	10	1.27272727272727	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	Pakistan	PK	PK		30	70	PK	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171101104500	http://www.domain-b.com/defence/sea/indian_navy/20171101_hunting_copters.html
702920353	20161101	201611	2016	2016.8247	CIV	ABIDJAN	CIV								COD	DEMOCRATIC REPUBLIC OF CONGO	COD								1	025	025	02	1	-0.3	6	1	6	-12.8205128205129	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	20171101104500	http://www.nasdaq.com/article/southeast-congo-faces-deadly-disaster-half-a-million-people-displaced-ngo-20171101-00228
702920354	20161101	201611	2016	2016.8247	CIV	ABIDJAN	CIV								COD	DEMOCRATIC REPUBLIC OF CONGO	COD								1	025	025	02	1	-0.3	4	1	4	-12.8205128205129	1	Yemen	YM	YM		15.5	47.5	YM	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	20171101104500	http://www.nasdaq.com/article/southeast-congo-faces-deadly-disaster-half-a-million-people-displaced-ngo-20171101-00228
702920355	20161101	201611	2016	2016.8247	CIV	ABIDJAN	CIV								NGONORREF	NORWEGIAN REFUGEE COUNCIL	NOR					NGO	REF		1	012	012	01	1	-0.4	2	1	2	-12.8205128205129	4	Abidjan, Lagunes, Cote D'ivoire	IV	IV82	16863	5.34111	-4.02806	-2115275	1	Norway	NO	NO		62	10	NO	1	Norway	NO	NO		62	10	NO	20171101104500	http://www.nasdaq.com/article/southeast-congo-faces-deadly-disaster-half-a-million-people-displaced-ngo-20171101-00228
702920356	20161101	201611	2016	2016.8247	CIV	ABIDJAN	CIV								NGONORREF	NORWEGIAN REFUGEE COUNCIL	NOR					NGO	REF		1	130	130	13	3	-4.4	2	1	2	-12.8205128205129	4	Abidjan, Lagunes, Cote D'ivoire	IV	IV82	16863	5.34111	-4.02806	-2115275	1	Norway	NO	NO		62	10	NO	1	Norway	NO	NO		62	10	NO	20171101104500	http://www.nasdaq.com/article/southeast-congo-faces-deadly-disaster-half-a-million-people-displaced-ngo-20171101-00228
702920357	20161101	201611	2016	2016.8247	CIV	ABIDJAN	CIV								NORREF	NORWAY	NOR					REF			1	012	012	01	1	-0.4	8	1	8	-12.8205128205129	4	Abidjan, Lagunes, Cote D'ivoire	IV	IV82	16863	5.34111	-4.02806	-2115275	1	Norway	NO	NO		62	10	NO	1	Norway	NO	NO		62	10	NO	20171101104500	http://www.nasdaq.com/article/southeast-congo-faces-deadly-disaster-half-a-million-people-displaced-ngo-20171101-00228
702920358	20161101	201611	2016	2016.8247	CIV	ABIDJAN	CIV								NORREF	NORWAY	NOR					REF			1	130	130	13	3	-4.4	8	1	8	-12.8205128205129	4	Abidjan, Lagunes, Cote D'ivoire	IV	IV82	16863	5.34111	-4.02806	-2115275	1	Norway	NO	NO		62	10	NO	1	Norway	NO	NO		62	10	NO	20171101104500	http://www.nasdaq.com/article/southeast-congo-faces-deadly-disaster-half-a-million-people-displaced-ngo-20171101-00228
