703842037	20161104	201611	2016	2016.8329											GBR	UNITED KINGDOM	GBR								0	055	055	05	1	7.0	1	1	1	-0.23706045041486	0								1	United Kingdom	UK	UK		54	-4	UK	1	West Bank	WE	WE		31.666667	35.25	WE	20171104080000	http://imemc.org/article/shir-hever-on-balfour-how-67-words-shaped-the-middle-east/
703842038	20161104	201611	2016	2016.8329											GBR	GREAT BRITAIN	GBR								0	100	100	10	3	-5.0	2	1	2	-0.23706045041486	0								4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	20171104080000	http://imemc.org/article/shir-hever-on-balfour-how-67-words-shaped-the-middle-east/
703842039	20161104	201611	2016	2016.8329	AUS	AUSTRALIA	AUS																		1	015	015	01	1	0.0	4	1	4	-7.27762803234501	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171104080000	http://www.oxygen.com/blogs/drug-mule-who-chronicled-worldwide-smuggling-cruise-on-instagram-gets-7-years-in-prison
703842040	20161104	201611	2016	2016.8329	EDU	STUDENT						EDU													1	013	013	01	1	0.4	3	1	3	-0.73138297872341	1	Jordan	JO	JO		31	36	JO	0								1	Jordan	JO	JO		31	36	JO	20171104080000	http://www.theeastcarolinian.com/news/article_6392d852-c111-11e7-889c-a75336f4090d.html
703842041	20161104	201611	2016	2016.8329	IRN	IRAN	IRN								RUS	RUSSIA	RUS								0	061	061	06	2	6.4	4	1	4	-1.87793427230047	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	1	Russia	RS	RS		60	100	RS	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171104080000	https://en.trend.az/iran/business/2816979.html
703842042	20161104	201611	2016	2016.8329	IRN	TEHRAN	IRN								RUS	RUSSIA	RUS								1	061	061	06	2	6.4	5	1	5	-1.87793427230047	1	Russia	RS	RS		60	100	RS	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171104080000	https://en.trend.az/iran/business/2816979.html
703842043	20161104	201611	2016	2016.8329	IRN	IRAN	IRN								RUS	RUSSIA	RUS								0	061	061	06	2	6.4	6	1	6	-1.87793427230047	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171104080000	https://en.trend.az/iran/business/2816979.html
703842044	20161104	201611	2016	2016.8329	JOR	JORDAN	JOR								EDU	STUDENT						EDU			1	013	013	01	1	0.4	2	1	2	-0.73138297872341	1	Jordan	JO	JO		31	36	JO	1	Jordan	JO	JO		31	36	JO	1	Jordan	JO	JO		31	36	JO	20171104080000	http://www.theeastcarolinian.com/news/article_6392d852-c111-11e7-889c-a75336f4090d.html
703842045	20161104	201611	2016	2016.8329	JOR	JORDAN	JOR								EDU	STUDENT						EDU			1	051	051	05	1	3.4	2	1	2	-0.73138297872341	1	Jordan	JO	JO		31	36	JO	1	Jordan	JO	JO		31	36	JO	1	Jordan	JO	JO		31	36	JO	20171104080000	http://www.theeastcarolinian.com/news/article_6392d852-c111-11e7-889c-a75336f4090d.html
703842046	20171005	201710	2017	2017.7534	BUS	BUSINESS						BUS													1	020	020	02	1	3.0	2	1	2	-1.45530145530146	4	Talayan, Maguindanao, Philippines	RP	RP56	67175	6.98056	124.382	-2455706	0								4	Talayan, Maguindanao, Philippines	RP	RP56	67175	6.98056	124.382	-2455706	20171104080000	http://m.philstar.com/414576/show/3b649eb828695b920eab385555faff6a
703842047	20171005	201710	2017	2017.7534	BUS	PRODUCER						BUS			ITA	ITALIAN	ITA								1	180	180	18	4	-9.0	6	1	6	-16.6666666666667	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	20171104080000	https://economictimes.indiatimes.com/news/international/world-news/weinstein-facing-new-lapd-probe-for-lewd-conduct-in-2015/articleshow/61506323.cms
703842048	20171005	201710	2017	2017.7534	BUS	BUSINESS						BUS			PHL	PHILIPPINE	PHL								1	020	020	02	1	3.0	8	1	8	-1.45530145530146	4	Talayan, Maguindanao, Philippines	RP	RP56	67175	6.98056	124.382	-2455706	4	Talayan, Maguindanao, Philippines	RP	RP56	67175	6.98056	124.382	-2455706	4	Talayan, Maguindanao, Philippines	RP	RP56	67175	6.98056	124.382	-2455706	20171104080000	http://m.philstar.com/414576/show/3b649eb828695b920eab385555faff6a
703842049	20171005	201710	2017	2017.7534	BUS	BUSINESS						BUS			SAU	SAUDI	SAU								1	020	020	02	1	3.0	10	1	10	-1.45530145530146	4	Talayan, Maguindanao, Philippines	RP	RP56	67175	6.98056	124.382	-2455706	4	Talayan, Maguindanao, Philippines	RP	RP56	67175	6.98056	124.382	-2455706	4	Talayan, Maguindanao, Philippines	RP	RP56	67175	6.98056	124.382	-2455706	20171104080000	http://m.philstar.com/414576/show/3b649eb828695b920eab385555faff6a
703842050	20171005	201710	2017	2017.7534	BUS	PRODUCER						BUS			USA	UNITED STATES	USA								1	180	180	18	4	-9.0	4	1	4	-16.6666666666667	1	Italy	IT	IT		42.833333	12.833333	IT	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	1	Italy	IT	IT		42.833333	12.833333	IT	20171104080000	https://economictimes.indiatimes.com/news/international/world-news/weinstein-facing-new-lapd-probe-for-lewd-conduct-in-2015/articleshow/61506323.cms
703842051	20171005	201710	2017	2017.7534	CHNGOV	CHINA	CHN					GOV													1	020	020	02	1	3.0	2	1	2	1.09223300970873	1	Japan	JA	JA		36	138	JA	0								1	North Korea	KN	KN		40	127	KN	20171104080000	https://www.wsj.com/articles/trumps-pacific-strategy-1509746515
703842052	20171005	201710	2017	2017.7534	GOV	SECRETARY OF STATE						GOV													1	020	020	02	1	3.0	8	1	8	1.09223300970873	1	Taiwan	TW	TW		24	121	TW	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171104080000	https://www.wsj.com/articles/trumps-pacific-strategy-1509746515
703842053	20171005	201710	2017	2017.7534	GOV	SECRETARY OF STATE						GOV													1	060	060	06	2	6.0	8	1	8	1.09223300970873	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171104080000	https://www.wsj.com/articles/trumps-pacific-strategy-1509746515
703842054	20171005	201710	2017	2017.7534	SYR	SYRIA	SYR																		1	138	138	13	3	-7.0	2	1	2	-1.94805194805195	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	0								4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20171104080000	https://au.news.yahoo.com/a/37734646/syrian-government-forces-will-advance-on-raqqa-soon-iranian-official-says/
703842055	20171028	201710	2017	2017.8164	USA	UNITED STATES	USA																		1	051	051	05	1	3.4	4	1	4	4.10958904109589	3	Akron, Ohio, United States	US	USOH	OH153	41.0814	-81.519	1064305	0								3	Akron, Ohio, United States	US	USOH	OH153	41.0814	-81.519	1064305	20171104080000	http://ftw.usatoday.com/2017/11/mike-and-mike-ending-espn
703842056	20171103	201711	2017	2017.8301	ECU	ECUADOR	ECU								FJI	FIJI	FJI								1	051	051	05	1	3.4	10	1	10	1.171875	1	Ecuador	EC	EC		-2	-77.5	EC	1	Fiji	FJ	FJ		-18	178	FJ	1	Ecuador	EC	EC		-2	-77.5	EC	20171104080000	http://www.fbc.com.fj/fiji/56305/pm-briefed-by-unfccc-officials-on-cop-protocols
